Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
MAFB	1	0	1	0	0	1	1	2	38	0.002	0.002
MAFF	0	0	1	0	0	23	177	2	61	2790.54	0.933
MAFG	0	0	1	1	0	0	0	4	98	81.369	0.933
MAFIP	0	0	0	0	0	0	0	0	24	0	0
MAFK	0	0	0	0	0	0	0	3	137	3195.86	0.911
MAG	0	0	1	0	0	0	0	2	32	0.712	0.712
MAGEA1	0	0	0	0	0	0	0	1	38	0	0
MAGEA11	0	0	0	0	0	0	0	7	224	0.594	0.594
MAGEA12	0	0	0	0	0	0	0	0	19	0	0
MAGEA2	0	0	0	0	0	0	0	1	70	0	0
MAGEA2B	0	0	0	0	0	0	0	0	7	0	0
MAGEA3	0	1	0	0	0	0	0	0	24	0	0
MAGEA4	0	0	0	0	0	0	0	2	39	0	0
MAGEA5	0	0	0	0	0	0	0	0	1	0	0
MAGEA6	0	0	0	0	0	0	0	1	44	0.693	0.693
MAGEA8	0	0	0	0	0	0	0	1	22	0.173	0.173
MAGEA9	0	0	0	0	0	0	0	0	6	0	0
MAGEB1	0	0	0	0	0	0	0	0	7	0	0
MAGEB18	0	0	0	0	0	0	0	1	68	0	0
MAGEB2	0	0	0	0	0	0	0	0	56	0	0
MAGEB4	0	0	0	0	0	0	0	0	31	0	0
MAGEB6	0	0	0	0	0	0	0	0	23	0	0
MAGEC1	0	0	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	2	32	0	0
MAGED1	0	1	0	1	0	0	0	5	226	0.935	0.935
MAGED2	0	0	0	0	0	0	0	0	158	0.912	0.912
MAGED4	0	0	0	0	0	0	0	0	144	0	0
MAGED4B	0	0	0	0	0	0	0	0	8	0.593	0.593
MAGEE1	0	0	0	0	0	0	0	0	16	0	0
MAGEF1	0	0	0	0	0	0	0	0	10	0.897	0.897
MAGEH1	0	1	0	0	0	5	185	1	41	0.646	0.646
MAGI1	0	1	0	0	0	18	206	3	69	0	0
MAGI2	0	0	1	1	0	0	0	0	3	0.439	0.439
MAGI3	0	1	0	0	0	0	0	2	25	0.837	0.837
MAGOH	0	0	0	0	0	0	0	0	57	0.882	0.882
MAGOH2	0	0	0	0	0	0	0	0	1	0	0
MAGOHB	0	0	0	0	0	0	0	1	87	0.932	0.932
MAGT1	0	0	0	0	0	0	0	0	144	0.761	0.761
MAK	0	0	1	0	0	0	0	0	10	0.069	0.069
MAL	0	1	1	0	0	2	169	1	18	0	0
MAL2	0	0	0	0	0	0	0	1	20	0	0
MALL	0	0	0	0	0	0	0	0	7	0	0
MALSU1	0	0	0	0	0	0	0	0	1	0	0
MALT1	1	1	1	1	0	9	166	2	183	0	0
MAML1	0	0	1	0	0	6	101	5	99	0.572	0.572
MAML2	1	0	0	0	0	6	101	2	13	0	0
MAML3	0	0	0	0	0	13	189	1	19	0.914	0.914
MAN1A2	0	0	0	0	0	0	9	0	150	0.259	0.259
MAN1B1	0	0	0	0	0	0	7	1	3	0.888	0.888
MAN1C1	0	0	0	0	0	1	29	0	11	0.316	0.316
MAN2A2	0	0	0	0	0	0	0	0	24	0	0
MAN2B1	0	0	0	0	0	0	77	0	11	0.895	0.895
MAN2C1	0	0	0	0	0	0	0	1	43	0.927	0.927
MANBAL	0	0	0	0	0	0	0	0	13	0	0
MANF	0	0	0	0	0	0	0	0	4	0	0
MAOA	0	0	0	0	0	0	74	0	144	0.926	0.926
MAOB	0	0	0	0	0	0	0	0	147	0.826	0.826
MAP1A	0	0	0	0	0	0	0	0	83	0	0
MAP1B	0	0	1	0	0	0	0	0	54	0	0
MAP1LC3A	0	0	0	0	0	0	0	1	182	0	0
MAP1LC3B	0	0	0	0	0	0	0	3	99	0	0
MAP1LC3C	0	0	0	0	0	0	0	0	20	0	0
MAP1S	0	1	1	0	0	5	185	0	53	0	0
MAP2	0	0	1	0	0	0	0	0	96	0	0
MAP2K1	1	0	1	1	1	8	175	5	82	0	0
MAP2K2	1	0	1	1	0	1	1	2	174	0	0
MAP2K3	0	1	0	0	1	2	108	0	168	0	0
MAP2K4	1	1	0	0	0	1	30	3	180	0	0
MAP2K5	0	1	0	1	0	0	0	0	122	0	0
MAP2K6	0	1	1	0	1	10	179	1	160	0	0
MAP2K7	0	1	0	0	0	1	132	1	182	0	0
MAP3K1	1	1	1	0	1	1	1	8	222	0	0
MAP3K10	0	1	0	0	0	7	174	5	68	0	0
MAP3K11	0	1	0	1	0	31	224	2	186	0	0
MAP3K12	0	0	0	0	0	0	126	1	78	0	0
MAP3K13	0	0	0	0	0	6	132	1	45	0	0
MAP3K14	0	1	0	0	1	0	0	3	118	0	0
MAP3K15	0	0	0	0	0	0	0	0	37	0	0
MAP3K2	0	0	0	0	0	1	42	2	95	0	0
MAP3K3	0	0	0	0	0	4	112	3	206	0	0
MAP3K4	0	0	1	0	0	2	134	5	176	0	0
MAP3K5	0	1	1	0	0	3	108	7	259	0	0
MAP3K6	0	1	0	0	1	0	0	0	44	0	0
MAP3K7	0	1	0	0	0	2	110	6	211	0	0
MAP3K7CL	0	0	0	0	0	0	0	1	15	0	0
MAP3K8	0	1	0	0	1	0	0	5	100	0	0
MAP3K9	0	1	0	0	0	2	81	0	33	0	0
MAP4	0	0	0	0	1	0	0	3	107	0	0
MAP4K1	0	1	0	1	1	2	176	4	210	0	0
MAP4K2	0	1	0	0	1	12	207	4	72	0	0
MAP4K3	0	1	0	0	1	2	171	0	85	0	0
MAP4K4	0	1	1	0	1	1	171	2	108	0	0
MAP4K5	0	1	0	0	1	2	176	0	111	0	0
MAP6	0	0	1	0	0	0	0	0	9	0	0
MAP7	0	0	0	0	0	0	79	1	22	0	0
MAP7D1	0	0	0	0	0	0	0	0	15	0	0
MAP9	0	0	0	0	1	0	0	1	44	0	0
MAPK1	0	1	1	1	0	10	202	23	300	0	0
MAPK10	0	0	0	0	0	0	0	5	162	0	0
MAPK11	0	0	1	1	0	4	179	2	77	0	0
MAPK12	0	0	1	0	0	11	197	0	35	0	0
MAPK13	0	0	0	0	0	1	171	1	36	0	0
MAPK14	0	1	1	1	0	23	222	12	216	0	0
MAPK15	0	0	0	0	0	2	81	0	48	0	0
MAPK1IP1L	0	0	0	0	0	0	0	3	75	0	0
MAPK3	0	1	1	0	0	0	0	17	257	0	0
MAPK4	0	0	0	0	0	0	0	0	54	0	0
MAPK6	0	0	0	0	0	0	0	10	199	0	0
MAPK7	0	1	1	0	0	0	0	2	85	0	0
MAPK8	0	1	1	0	0	9	202	21	261	0	0
MAPK8IP1	0	1	0	0	0	0	0	3	100	0	0
MAPK8IP2	0	0	1	0	0	0	26	5	139	0	0
MAPK8IP3	0	0	1	0	0	0	0	6	110	0	0
MAPK9	0	1	1	0	0	2	134	5	187	0	0
MAPKAP1	0	0	0	0	0	0	0	2	77	0	0
MAPKAPK2	0	0	0	0	0	2	48	2	111	0	0
MAPKAPK3	0	0	0	0	0	1	132	2	172	0	0
MAPKAPK5	0	0	0	0	0	0	0	0	152	0	0
MAPKBP1	0	0	0	0	0	0	0	2	81	0	0
MAPKSP1	0	0	0	0	0	0	0	2	41	0	0
MAPRE1	0	0	0	1	1	36	229	6	120	0	0
MAPRE2	0	0	0	1	1	26	215	3	72	0	0
MAPRE3	0	0	0	0	1	0	0	2	55	0	0
MAPT	0	1	1	0	0	0	0	3	239	0	0
MARCH1	0	0	0	0	0	0	0	1	12	0	0
MARCH10	0	0	0	0	0	0	0	0	6	0.849	0.849
MARCH2	0	0	0	0	0	0	0	0	8	0.829	0.829
MARCH3	0	0	0	0	0	0	0	0	17	0.525	0.525
MARCH5	0	0	0	0	0	0	0	0	56	0.194	0.194
MARCH6	0	0	0	0	0	0	0	0	144	0.684	0.684
MARCH7	0	0	0	1	0	0	0	0	33	0.653	0.653
MARCH8	0	0	0	0	0	0	0	0	0	0.875	0.875
MARCH9	0	0	0	0	0	0	0	0	33	0.938	0.938
MARCKS	0	0	0	0	0	0	0	0	17	0.528	0.528
MARCKSL1	0	0	0	1	0	0	0	0	1	0	0
MARCO	0	0	0	0	0	13	178	0	0	0	0
MARK1	0	0	1	0	0	0	126	1	157	0.897	0.897
MARK2	0	0	1	0	0	0	126	3	105	0.911	0.911
MARK3	0	0	0	0	0	0	0	2	202	0.266	0.266
MARK4	0	1	0	1	1	7	174	4	219	0.874	0.874
MARS	0	0	0	0	0	0	0	1	177	0	0
MAS1	0	0	0	1	0	36	222	0	0	0	0
MASP1	0	0	0	0	0	0	0	0	71	0.929	0.929
MASP2	0	0	0	0	0	3	100	0	1	0	0
MAST1	0	0	0	0	0	0	0	1	71	0.769	0.769
MAST2	0	0	1	0	0	0	0	1	92	0.831	0.831
MAST3	0	0	0	0	0	0	0	1	15	0.714	0.714
MAST4	0	0	0	0	0	0	0	0	18	0.875	0.875
MAT1A	0	0	0	0	0	0	33	0	0	0.51	0.51
MAT2A	0	0	0	0	0	0	0	0	7	0.064	0.064
MAT2B	0	0	0	0	0	0	0	1	18	0.896	0.896
MATK	0	0	1	1	0	43	231	6	122	0.067	0.067
MATN1	0	0	1	0	0	14	171	0	2	0.754	0.754
MATN2	0	0	1	0	0	0	0	2	34	0	0
MATN3	0	0	1	0	0	9	182	0	28	0.94	0.94
MATN4	0	0	0	0	0	0	0	0	3	0.16	0.16
MATR3	0	0	0	0	0	0	0	1	191	0.261	0.261
MAU2	0	0	0	0	1	0	0	0	1	0	0
MAVS	0	0	0	0	0	3	147	2	166	0.933	0.933
MAX	1	0	0	0	0	23	174	12	197	4111.35	0.727
MAZ	0	0	0	0	0	2	72	1	51	4117.55	0
MB	0	0	1	0	0	0	0	0	6	0.307	0.307
MBD1	0	0	1	0	0	23	174	0	156	0.847	0.847
MBD2	0	0	0	1	0	0	0	2	131	4116.05	0.52
MBD3	0	0	0	0	0	0	0	6	140	0.161	0.161
MBD3L1	0	0	0	0	0	0	0	0	81	0.512	0.512
MBD3L2	0	0	0	0	0	0	0	0	74	0	0
MBD4	0	0	0	0	0	0	0	3	115	0.898	0.898
MBD5	0	0	0	0	0	0	0	2	14	0.831	0.831
MBD6	0	0	0	0	0	0	0	0	4	0.739	0.739
MBIP	0	0	0	0	0	0	0	3	93	0.936	0.936
MBL2	0	0	0	0	0	0	2	1	9	0.033	0.033
MBNL1	0	0	1	0	0	0	0	0	24	0	0
MBNL3	0	0	1	0	0	0	0	0	2	0.934	0.934
MBOAT7	0	0	1	0	0	0	0	0	10	0	0
MBP	0	0	0	0	0	12	202	0	97	0.919	0.919
MBTD1	0	0	0	0	0	0	0	0	15	0.461	0.461
MBTPS1	0	0	0	0	0	3	127	1	68	0.805	0.805
MBTPS2	0	0	0	0	0	0	74	0	0	0.854	0.854
MC1R	0	0	0	0	0	0	0	0	0	0.906	0.906
MC2R	0	0	0	0	0	1	106	0	0	0	0
MC3R	0	0	0	0	0	1	113	0	0	0.1	0.1
MC4R	0	0	0	0	0	0	91	0	2	0.382	0.382
MC5R	0	0	0	0	0	1	106	0	0	0.78	0.78
MCAM	0	0	0	0	0	13	194	0	38	0.93	0.93
MCART1	0	0	0	0	0	0	0	0	11	0.587	0.587
MCAT	0	0	0	0	0	0	0	0	2	0.874	0.874
MCC	0	0	0	1	0	0	0	5	84	0.935	0.935
MCCC2	0	0	0	0	0	0	0	0	21	0.86	0.86
MCEE	0	0	0	0	0	0	0	0	2	0.232	0.232
MCF2	0	1	1	0	0	0	0	0	165	0	0
MCF2L	0	1	0	0	0	0	0	1	30	0.172	0.172
MCF2L2	0	0	0	0	0	0	0	0	16	0.396	0.396
MCFD2	0	0	0	0	0	0	0	0	0	0.916	0.916
MCHR1	0	0	0	0	0	2	158	0	0	0.397	0.397
MCHR2	0	0	0	0	0	0	0	0	0	0.087	0.087
MCL1	0	1	1	0	0	27	222	1	184	0.813	0.813
MCM10	0	0	0	1	1	0	0	4	100	0.934	0.934
MCM2	0	0	0	0	1	2	141	4	131	0.94	0.94
MCM3	0	0	0	0	1	0	42	2	132	0.928	0.928
MCM3AP	0	0	0	0	0	3	91	4	141	0	0
MCM3AP-AS1	0	0	0	0	0	0	0	0	4	0	0
MCM4	0	0	0	0	1	0	0	0	106	0.936	0.936
MCM5	0	0	0	0	1	15	209	1	204	0.839	0.839
MCM6	0	0	0	0	1	0	0	4	119	0.94	0.94
MCM7	0	0	0	1	1	2	91	8	250	0.823	0.823
MCM8	0	0	0	0	1	0	0	0	14	0.864	0.864
MCMBP	0	0	0	0	1	0	0	1	18	0	0
MCOLN1	0	0	0	0	0	0	0	1	12	0.052	0.052
MCPH1	0	0	1	0	1	0	0	4	114	0.909	0.909
MCRS1	0	0	0	0	0	13	208	8	135	0.848	0.848
MCTS1	0	0	0	1	0	19	223	0	25	0	0
MDC1	0	0	0	0	1	0	0	7	222	0.675	0.675
MDFI	0	0	1	0	0	0	83	10	225	0.068	0.068
MDFIC	0	0	0	0	0	0	0	0	28	0.92	0.92
MDH1	0	0	0	0	0	0	0	3	191	0.816	0.816
MDH2	0	0	0	0	0	0	0	1	167	0.838	0.838
MDK	0	1	1	0	0	0	0	0	40	0.88	0.88
MDM2	1	1	0	1	1	49	240	28	332	0.838	0.838
MDM4	1	1	0	1	0	35	225	9	247	0.06	0.06
MDN1	0	0	0	0	0	0	0	1	166	0	0
MDP1	0	0	0	0	0	0	0	0	1	0.544	0.544
ME1	0	0	0	0	0	0	1	0	0	0.812	0.812
ME2	0	0	0	0	0	0	0	0	2	0.819	0.819
ME3	0	0	0	0	0	1	62	0	0	0	0
MEA1	0	0	1	0	0	2	118	0	7	0.926	0.926
MEAF6	0	0	0	0	0	0	0	0	46	0.928	0.928
MECOM	0	1	1	1	0	0	0	3	149	2100.47	0.927
MECP2	0	1	1	1	0	11	166	6	148	0	0
MECR	0	0	0	0	0	0	0	1	20	0.833	0.833
MED1	0	1	1	1	0	7	139	13	194	0.656	0.656
MED10	0	0	1	0	0	0	0	1	80	0.442	0.442
MED11	0	0	0	0	0	0	0	1	24	0.781	0.781
MED12	1	0	1	0	0	7	139	7	125	0.811	0.811
MED12L	0	0	0	0	0	0	0	1	43	0.841	0.841
MED13	0	0	0	0	0	7	139	3	94	0.691	0.691
MED13L	0	0	0	0	0	0	0	0	7	0.5	0.5
MED14	0	0	1	0	0	7	139	8	170	0.88	0.88
MED15	0	0	1	0	0	0	0	4	204	0.021	0.021
MED16	0	0	0	0	0	4	75	4	108	0.719	0.719
MED17	0	0	1	0	0	7	139	8	143	0.028	0.028
MED18	0	0	0	0	0	0	0	1	40	0.79	0.79
MED19	0	0	0	0	0	0	0	1	55	0.698	0.698
MED20	0	0	0	0	0	13	171	1	64	0.911	0.911
MED21	0	0	1	0	0	5	101	6	197	0.53	0.53
MED22	0	0	0	0	0	0	0	1	31	0.408	0.408
MED23	0	0	0	0	0	15	179	4	136	0.295	0.295
MED24	0	0	1	0	0	4	75	8	161	0.704	0.704
MED25	0	0	0	1	0	0	0	4	96	0	0
MED26	0	0	0	0	0	15	179	2	67	0.826	0.826
MED27	0	0	1	0	0	15	179	1	46	0.748	0.748
MED28	0	0	1	0	0	0	0	6	175	0.58	0.58
MED29	0	0	0	0	0	0	0	1	54	0.831	0.831
MED30	0	0	1	0	0	4	75	2	59	0.605	0.605
MED31	0	0	0	1	0	0	0	2	126	0.601	0.601
MED4	0	0	0	0	0	4	75	2	103	0.65	0.65
MED6	0	0	0	0	0	5	101	3	123	0.738	0.738
MED7	0	0	1	0	0	15	179	1	130	0.753	0.753
MED8	0	0	0	0	0	0	0	1	50	0.92	0.92
MED9	0	0	0	0	0	0	0	1	46	0.903	0.903
MEF2A	0	1	1	0	0	1	129	2	169	2277.81	0.86
MEF2B	0	0	0	0	0	1	129	0	10	150.576	0.58
MEF2BNB	0	0	0	0	0	0	0	0	0	0	0
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0	10	0	0
MEF2C	0	1	1	1	0	8	193	3	154	207.777	0.803
MEF2D	0	1	1	0	0	1	129	4	189	2192.42	0.396
MEFV	0	0	0	0	0	2	187	0	6	0.213	0.213
MEGF10	0	0	1	1	0	0	0	1	46	0.263	0.263
MEGF11	0	0	0	0	0	0	0	0	1	0.426	0.426
MEGF6	0	0	0	0	0	0	0	1	48	0.533	0.533
MEGF8	0	0	1	0	0	0	0	0	10	0.932	0.932
MEIG1	0	0	1	0	0	0	0	0	0	0.756	0.756
MEIS1	0	0	1	0	0	0	0	7	13	3936.41	0
MEIS2	0	0	1	0	0	11	166	2	13	3923.96	0
MELK	0	1	0	1	1	0	0	0	4	0.931	0.931
MEMO1	0	0	0	0	0	0	0	2	47	0.924	0.924
MEN1	1	0	1	1	1	28	216	12	274	0	0
MEOX1	0	0	1	0	0	18	203	1	50	0	0
MEOX2	0	1	0	0	0	19	205	8	192	2508.25	0
MEP1A	0	0	0	0	0	0	104	0	19	0	0
MEP1B	0	0	0	0	0	0	104	1	17	0.252	0.252
MEPCE	0	0	0	0	1	0	0	9	186	0.519	0.519
MEPE	0	0	0	0	0	9	182	3	112	0.564	0.564
MERTK	0	1	1	0	0	17	208	0	101	0	0
MESDC2	0	0	0	0	0	0	0	1	19	0.923	0.923
MEST	0	0	0	0	0	2	95	0	27	0.93	0.93
MET	1	1	1	1	0	1	1	16	222	0	0
METAP1	0	0	0	0	0	0	6	0	11	0	0
METAP2	0	0	0	0	0	0	77	0	5	0	0
METT10D	0	0	0	0	0	0	0	0	9	0	0
METT11D1	0	0	0	0	0	0	0	0	12	0	0
METTL1	0	0	0	0	0	0	0	0	0	0.909	0.909
METTL11A	0	0	0	0	0	0	0	0	27	0.891	0.891
METTL13	0	0	0	0	0	0	0	1	47	0.934	0.934
METTL14	0	0	1	0	0	0	0	0	0	0.867	0.867
METTL15	0	0	0	0	0	0	0	0	1	0	0
METTL17	0	0	0	0	0	0	0	0	66	0	0
METTL18	0	0	0	0	0	0	0	0	5	0	0
METTL21A	0	0	0	0	0	0	0	0	3	0	0
METTL21C	0	0	0	0	0	0	0	0	4	0	0
METTL23	0	0	0	0	0	0	0	0	13	0	0
METTL2A	0	0	0	0	0	0	0	0	10	0.92	0.92
METTL3	0	0	1	0	0	0	0	0	0	0.595	0.595
METTL7A	0	0	0	0	0	0	0	0	2	0	0
MEX3B	0	0	0	0	0	0	0	1	32	0.181	0.181
MFAP1	0	0	0	0	0	0	0	1	84	0	0
MFAP2	0	0	1	0	0	0	0	1	1	0	0
MFGE8	0	0	0	1	0	5	152	1	14	0.656	0.656
MFI2	0	0	1	1	0	0	0	0	8	0.148	0.148
MFN1	0	0	0	0	0	0	0	0	9	0.785	0.785
MFN2	0	1	0	1	0	0	18	0	9	0.677	0.677
MFNG	0	0	0	0	0	0	0	1	9	0.933	0.933
MFRP	0	0	0	0	0	0	0	0	144	0	0
MFSD10	0	1	0	0	0	2	70	0	0	0.924	0.924
MFSD11	0	0	0	0	0	0	0	0	3	0.814	0.814
MFSD3	0	0	0	0	0	0	0	0	12	0.918	0.918
MFSD5	0	0	0	0	0	0	0	1	9	0	0
MFSD7	0	0	0	0	0	0	0	0	3	0.83	0.83
MGA	0	0	0	0	0	0	0	1	48	9.518	0.843
MGAM	0	0	0	0	0	0	0	0	6	0.635	0.635
MGAT1	0	0	0	0	0	2	38	0	21	0.589	0.589
MGAT4A	0	0	0	0	0	0	9	0	0	0.871	0.871
MGAT4B	0	0	0	0	0	0	9	0	3	0.912	0.912
MGAT5B	0	0	0	0	0	0	0	0	29	0.713	0.713
MGC21881	0	0	0	0	0	0	0	0	23	0	0
MGC24125	0	0	0	0	0	0	0	0	6	0	0
MGC34796	0	0	0	0	0	0	0	0	2	0	0
MGC3771	0	0	0	0	0	0	0	0	18	0	0
MGEA5	0	1	0	0	0	0	20	1	74	0.816	0.816
MGLL	0	0	0	0	0	3	194	0	4	0.934	0.934
MGMT	0	1	1	0	0	0	4	9	263	0.001	0.001
MGP	0	0	1	0	0	0	55	0	2	0.858	0.858
MGRN1	0	0	0	0	0	0	0	0	52	0	0
MGST1	0	0	1	0	0	0	0	0	1	0.849	0.849
MGST2	0	0	0	0	0	7	198	0	0	0.138	0.138
MGST3	0	0	0	0	0	1	142	0	4	0.444	0.444
MIA	0	0	0	1	0	26	215	0	9	0.355	0.355
MIA3	0	0	1	0	0	0	0	1	33	0.865	0.865
MIB1	0	0	1	0	0	0	0	0	150	0.186	0.186
MIB2	0	0	0	0	0	3	147	1	156	0.805	0.805
MICA	0	0	0	0	0	3	175	1	9	0.723	0.723
MICAL1	0	1	0	0	0	0	0	1	124	0	0
MICAL3	0	0	0	0	0	0	0	0	1	0	0
MICALCL	0	0	1	0	0	0	0	0	1	0	0
MICALL1	0	0	1	0	0	0	0	0	25	0	0
MICALL2	0	0	1	0	0	0	0	0	5	0	0
MICB	0	0	0	0	0	3	175	0	0	0.912	0.912
MID1	0	0	0	0	0	0	0	1	59	0	0
MID1IP1	0	0	0	0	0	0	0	1	26	0.302	0.302
MID2	0	0	0	0	0	0	0	1	98	0.879	0.879
MIDN	0	0	0	0	0	0	0	0	9	0.674	0.674
MIEF1	0	0	0	0	0	0	0	0	12	0	0
MIEF2	0	0	0	0	0	0	0	0	11	0	0
MIEN1	0	1	0	0	0	0	0	1	10	0	0
MIER1	0	0	0	0	0	3	147	1	93	0.773	0.773
MIF	0	1	0	1	0	35	226	1	29	0	0
MIF4GD	0	0	0	0	0	0	0	2	44	0.832	0.832
MIIP	0	0	0	0	0	0	0	0	18	0.748	0.748
MINA	0	0	0	0	0	0	0	0	4	0.822	0.822
MINK1	0	1	1	0	1	1	30	0	51	0.929	0.929
MINPP1	0	0	0	0	0	0	0	0	144	0.895	0.895
MIOS	0	0	0	0	0	0	0	0	2	0.697	0.697
MIP	0	0	0	0	0	0	0	0	9	0.646	0.646
MIPEP	0	0	0	0	0	0	0	0	25	0.821	0.821
MIPOL1	0	0	0	0	0	0	0	1	44	0.888	0.888
MIR4435-1HG	0	0	0	0	0	0	0	0	8	0	0
MIS12	0	0	0	0	1	1	72	1	27	0.749	0.749
MIS18A	0	0	0	0	1	0	0	0	16	0	0
MIS18BP1	0	0	0	0	1	0	0	0	2	0	0
MITD1	0	0	0	0	1	0	0	0	0	0.543	0.543
MITF	1	1	1	1	0	1	1	4	123	0.927	0.927
MKI67	0	0	0	1	0	36	229	2	202	0	0
MKI67IP	0	0	0	0	0	0	0	0	8	0.858	0.858
MKKS	0	0	1	0	0	2	161	0	14	0.156	0.156
MKL1	1	1	1	0	0	1	1	2	49	0.864	0.864
MKL2	0	0	1	0	0	5	101	1	29	0.729	0.729
MKLN1	0	0	0	0	0	0	0	1	51	0.92	0.92
MKNK1	0	1	0	0	0	0	126	2	143	0.928	0.928
MKNK2	0	1	0	0	0	13	193	1	64	0.329	0.329
MKRN1	0	0	0	0	0	0	0	1	25	0.873	0.873
MKRN2	0	0	0	0	0	0	0	0	25	0.671	0.671
MKRN3	0	0	0	0	0	0	0	2	105	0.816	0.816
MKS1	0	0	1	0	0	0	0	0	5	0.733	0.733
MKX	0	0	1	0	0	0	0	0	102	0.502	0.502
MLANA	0	0	0	0	0	0	0	0	148	0.469	0.469
MLC1	0	0	0	0	0	0	0	0	24	0.397	0.397
MLF1	1	0	1	0	0	10	179	1	27	0.769	0.769
MLF1IP	0	0	0	0	0	0	0	0	35	0	0
MLF2	0	0	0	0	0	4	148	0	156	0.935	0.935
MLH1	1	1	1	0	0	7	42	11	219	0.756	0.756
MLH3	0	0	0	0	0	0	0	2	55	0.797	0.797
MLIP	0	0	0	0	0	0	0	1	4	0	0
MLKL	0	1	0	0	0	0	0	0	22	0.215	0.215
MLL	1	0	0	0	0	1	1	14	202	26.037	0
MLL2	1	0	0	0	0	1	1	3	201	0.767	0.767
MLL3	1	0	0	0	0	1	1	6	81	0.793	0.793
MLL4	0	0	0	0	0	0	0	4	203	0.559	0.559
MLL5	0	0	0	0	0	0	0	1	61	0.878	0.878
MLLT1	1	0	0	0	0	23	174	6	74	0.794	0.794
MLLT10	1	0	0	0	0	1	1	5	45	0.825	0.825
MLLT3	1	0	0	0	0	1	1	6	82	0.095	0.095
MLLT4	1	0	1	0	0	8	208	8	121	0.685	0.685
MLLT6	1	0	0	0	0	19	200	4	87	0.668	0.668
MLN	0	0	0	0	0	5	203	0	0	0.331	0.331
MLNR	0	0	0	0	0	1	164	0	0	0.048	0.048
MLPH	0	0	0	0	0	0	0	1	11	0.913	0.913
MLST8	0	0	0	0	0	0	0	0	39	0	0
MLX	0	0	0	0	0	0	0	0	21	0.572	0.572
MLXIP	0	0	0	0	0	0	0	0	12	0.863	0.863
MLXIPL	0	0	0	1	0	9	165	0	60	631.37	0.927
MLYCD	0	0	0	0	0	0	0	0	0	0.899	0.899
MMAB	0	0	0	0	0	0	0	0	6	0.827	0.827
MMACHC	0	0	0	0	0	0	0	0	0	0.442	0.442
MMADHC	0	0	0	0	0	0	0	0	0	0.536	0.536
MMDK	0	0	0	0	0	0	0	0	7	0	0
MME	0	0	0	0	0	7	201	2	122	0	0
MMP1	0	0	0	0	0	3	127	0	2	0.832	0.832
MMP10	0	0	0	0	0	3	127	0	0	0.81	0.81
MMP11	0	0	1	0	0	20	206	0	11	0.935	0.935
MMP13	0	0	0	0	0	3	127	0	0	0.853	0.853
MMP14	0	0	1	1	0	3	127	0	8	0.928	0.928
MMP15	0	0	1	0	0	0	77	0	0	0.652	0.652
MMP2	0	0	1	0	0	3	127	1	9	0.151	0.151
MMP20	0	0	0	0	0	3	127	0	0	0.372	0.372
MMP23B	0	0	0	0	0	3	127	0	0	0.821	0.821
MMP24	0	0	1	0	0	3	127	0	0	0.793	0.793
MMP25	0	0	0	0	0	0	0	0	2	0.77	0.77
MMP3	0	1	0	0	0	3	127	0	8	0.903	0.903
MMP7	0	0	0	1	0	3	127	0	14	0.159	0.159
MMP8	0	0	1	0	0	3	127	0	144	0	0
MMP9	0	1	1	0	0	3	130	0	13	0.52	0.52
MMRN1	0	0	0	0	0	7	172	1	13	0	0
MMRN2	0	0	0	0	0	0	0	0	20	0	0
MMS19	0	0	0	0	0	6	132	4	91	0.498	0.498
MMS22L	0	0	0	0	0	0	0	1	7	0	0
MNAT1	0	1	0	1	1	58	233	6	137	0.331	0.331
MNDA	0	1	0	1	0	2	124	1	13	0.798	0.798
MNF1	0	0	0	0	0	0	0	0	1	0	0
MNS1	0	0	0	0	0	0	0	1	29	0.19	0.19
MNT	0	1	0	1	0	65	242	2	92	5.513	0.678
MNX1	0	0	1	0	0	25	203	0	0	0.867	0.867
MOAP1	0	1	0	0	0	0	0	1	162	0	0
MOB1A	0	0	0	0	0	0	0	0	12	0	0
MOB1B	0	0	0	0	0	0	0	1	4	0	0
MOB3A	0	0	0	0	0	0	0	0	3	0	0
MOB3B	0	0	0	0	0	0	0	1	13	0	0
MOB3C	0	0	0	0	0	0	0	1	29	0	0
MOB4	0	0	0	0	0	0	0	1	54	0	0
MOBKL1B	0	0	0	0	0	0	0	1	26	0	0
MOBKL2B	0	0	0	0	0	0	0	1	15	0	0
MOBKL3	0	0	0	0	0	0	0	3	105	0	0
MOBP	0	0	0	0	0	7	174	0	11	0.282	0.282
MOCOS	0	0	0	0	0	0	0	0	0	0.811	0.811
MOCS1	0	0	0	0	0	0	0	0	23	0	0
MOCS2	0	0	0	0	0	0	0	0	1	0.302	0.302
MOCS3	0	0	0	0	0	0	0	0	0	0.889	0.889
MOG	0	0	0	0	0	1	120	0	2	0.428	0.428
MOGAT1	0	0	0	0	0	0	0	0	11	0.82	0.82
MOGS	0	0	0	0	0	1	29	1	43	0.922	0.922
MOK	0	0	0	0	0	0	0	0	10	0	0
