Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
INPP1	0	0	0	0	0	2	17	1	47	0.478	0.478
INPP4A	0	0	0	0	0	0	0	0	18	0.175	0.175
INPP5A	0	0	0	0	0	0	0	0	19	0.919	0.919
INPP5B	0	0	0	0	0	0	0	0	5	0.127	0.127
INPP5D	0	1	1	1	0	2	17	4	210	0.747	0.747
INPP5J	0	0	1	0	0	0	0	1	36	0.493	0.493
INPP5K	0	0	0	0	0	0	0	0	62	0.941	0.941
INPPL1	0	0	0	1	0	2	17	5	193	0.222	0.222
INS	0	1	1	1	1	0	0	2	81	0.331	0.331
INS-IGF2	0	0	0	0	0	46	228	0	0	0.51	0.51
INSIG1	0	0	1	1	0	26	215	0	148	0.914	0.914
INSIG2	0	0	0	0	0	0	0	0	144	0.54	0.54
INSL3	0	1	1	1	0	5	203	0	11	0.89	0.89
INSL4	0	0	0	1	0	43	231	0	0	0.682	0.682
INSM1	0	0	1	1	0	0	0	1	80	1722.71	0.656
INSM2	0	0	0	0	0	0	0	0	3	233.102	0.453
INSR	0	0	0	1	1	8	173	13	235	0.229	0.229
INSRR	0	0	0	0	0	0	0	0	44	0.648	0.648
INTS1	0	0	0	0	0	0	0	2	49	0.866	0.866
INTS10	0	0	0	0	0	0	0	0	2	0.517	0.517
INTS12	0	0	0	0	0	0	0	0	2	0.187	0.187
INTS2	0	0	0	0	0	0	0	0	28	0.899	0.899
INTS3	0	0	0	0	1	0	0	1	35	0.399	0.399
INTS4	0	0	0	0	0	0	0	0	21	0.827	0.827
INTS5	0	0	0	0	0	0	0	1	35	0.698	0.698
INTS6	0	0	0	0	0	0	0	1	50	0.699	0.699
INTS7	0	0	0	0	0	0	0	0	4	0.928	0.928
INTS8	0	0	0	0	0	0	0	0	6	0.933	0.933
INTS9	0	0	0	0	0	0	0	0	2	0.009	0.009
INVS	0	0	0	0	0	0	0	0	15	0.682	0.682
IP6K1	0	0	0	0	0	0	18	0	4	0.813	0.813
IP6K2	0	1	0	0	0	5	133	0	18	0.02	0.02
IPCEF1	0	0	0	0	0	0	0	0	2	0.527	0.527
IPO11	0	0	0	0	0	0	0	2	36	0.598	0.598
IPO13	0	0	0	0	0	0	0	3	75	0.87	0.87
IPO4	0	0	0	0	0	0	0	4	83	0.94	0.94
IPO5	0	0	0	0	0	1	57	3	177	0.828	0.828
IPO7	0	0	0	0	0	0	0	1	165	0.879	0.879
IPO8	0	0	0	0	0	0	0	0	22	0.551	0.551
IPO9	0	0	0	0	0	0	0	2	57	0.838	0.838
IQCB1	0	0	1	0	0	0	0	0	10	0.854	0.854
IQCE	0	0	0	0	0	0	0	0	13	0.034	0.034
IQCF2	0	0	0	0	0	0	0	0	1	0.382	0.382
IQCG	0	0	0	0	0	0	0	0	28	0.253	0.253
IQCK	0	0	0	0	0	0	0	1	19	0.79	0.79
IQGAP1	0	0	1	0	0	0	0	5	152	0.283	0.283
IQGAP2	0	0	0	0	0	0	0	2	70	0.849	0.849
IQGAP3	0	0	0	1	1	0	0	1	41	0.93	0.93
IQSEC1	0	0	0	0	0	0	0	0	0	0.917	0.917
IQUB	0	0	0	0	0	0	0	1	48	0.861	0.861
IRAK1	0	1	0	1	0	1	70	5	199	0.935	0.935
IRAK1BP1	0	0	0	0	0	0	0	0	8	0.427	0.427
IRAK2	0	0	0	0	0	2	188	3	77	0.459	0.459
IRAK3	0	0	0	0	0	0	0	3	70	0.89	0.89
IRAK4	0	0	0	0	0	0	0	2	150	0.654	0.654
IREB2	0	0	1	0	0	0	0	1	146	0.66	0.66
IRF1	0	1	1	1	0	23	174	4	213	3987.06	0.858
IRF2	0	0	0	1	0	37	223	1	127	2759.31	0.546
IRF2BP1	0	0	0	0	0	0	0	0	29	0.639	0.639
IRF2BP2	0	0	0	0	0	0	0	1	8	0.514	0.514
IRF2BPL	0	0	0	0	0	0	0	0	0	0	0
IRF3	0	1	0	0	0	23	174	3	210	2667.32	0.824
IRF4	1	0	1	0	0	5	104	5	49	4837.87	0.401
IRF5	0	1	0	0	0	0	0	4	131	3682.26	0.567
IRF6	0	0	1	1	0	0	0	0	3	3.024	0.911
IRF7	0	1	1	0	0	11	166	2	164	1424.12	0.745
IRF8	0	0	1	0	0	21	204	1	165	4091.86	0.909
IRF9	0	0	0	0	0	36	211	1	69	1998.81	0.171
IRGQ	0	0	0	0	0	0	0	0	2	0.749	0.749
IRS1	0	0	0	1	0	3	134	14	251	0.843	0.843
IRS2	0	1	0	1	0	0	47	6	217	0.041	0.041
IRS4	0	0	0	0	0	0	0	6	236	0.4	0.4
IRX4	0	0	0	0	0	1	117	1	19	0.757	0.757
ISCA1	0	0	0	0	0	0	0	0	2	0.36	0.36
ISCA2	0	0	0	0	0	0	0	0	1	0.886	0.886
ISCU	0	0	0	0	0	0	0	1	41	0.907	0.907
ISG15	0	0	1	0	0	0	1	1	52	0.701	0.701
ISG20	0	0	0	1	0	26	221	0	0	0.185	0.185
ISG20L2	0	0	0	0	0	0	0	1	91	0.919	0.919
ISL1	0	1	1	1	0	2	121	1	103	0.704	0.704
ISL2	0	0	1	0	0	0	0	0	1	0.884	0.884
ISLR	0	0	0	0	0	5	152	0	0	0.768	0.768
ISOC1	0	0	0	0	0	0	0	0	1	0.484	0.484
ISOC2	0	0	0	0	0	0	0	0	1	0.879	0.879
IST1	0	0	1	0	0	0	0	0	21	0	0
ISX	0	0	0	0	0	0	0	0	33	0.493	0.493
ISY1	0	0	0	0	0	0	0	0	16	0.887	0.887
ISYNA1	0	0	0	0	0	0	0	1	22	0.842	0.842
ITCH	0	1	0	1	0	0	42	9	244	0.846	0.846
ITFG1	0	0	0	0	0	0	0	2	10	0.473	0.473
ITFG2	0	0	1	0	0	0	0	0	3	0.667	0.667
ITFG3	0	0	0	0	0	0	0	0	2	0.855	0.855
ITGA1	0	1	1	1	0	0	0	0	16	0.849	0.849
ITGA10	0	0	1	0	0	0	33	0	1	0.837	0.837
ITGA11	0	0	1	0	0	6	172	0	1	0.902	0.902
ITGA2	0	0	1	0	0	15	190	1	5	0.905	0.905
ITGA2B	0	0	1	0	0	5	152	1	64	0.772	0.772
ITGA3	0	0	1	0	0	0	33	1	18	0.338	0.338
ITGA4	0	0	1	0	0	0	0	0	52	0.729	0.729
ITGA5	0	1	1	0	0	5	152	2	160	0.051	0.051
ITGA6	0	1	1	0	0	0	0	0	8	0.843	0.843
ITGA7	0	0	1	0	0	1	138	0	12	0.825	0.825
ITGA8	0	0	1	0	0	0	0	0	1	0.933	0.933
ITGA9	0	0	1	0	0	5	152	0	1	0.895	0.895
ITGAD	0	0	0	1	0	0	0	0	3	0.343	0.343
ITGAE	0	0	0	0	0	0	0	1	16	0.849	0.849
ITGAL	0	0	0	1	0	7	163	1	21	0.928	0.928
ITGAM	0	0	1	1	0	5	150	0	10	0.843	0.843
ITGAV	0	1	1	1	1	5	152	0	8	0.924	0.924
ITGAX	0	0	0	0	0	13	186	0	1	0.894	0.894
ITGB1	0	1	1	1	1	2	135	1	102	0.637	0.637
ITGB1BP1	0	0	1	1	0	5	168	0	24	0.829	0.829
ITGB1BP2	0	0	0	0	0	1	129	2	66	0.265	0.265
ITGB1BP3	0	0	0	0	0	0	0	0	24	0.786	0.786
ITGB2	0	1	1	0	0	10	176	1	63	0.859	0.859
ITGB3	0	0	1	1	1	7	172	3	85	0.518	0.518
ITGB3BP	0	1	0	0	1	5	152	2	107	0.809	0.809
ITGB4	0	0	1	0	0	0	0	1	72	0.92	0.92
ITGB5	0	0	1	0	0	0	0	1	87	0.868	0.868
ITGB6	0	0	0	0	0	5	152	0	23	0.775	0.775
ITGB7	0	0	1	0	0	5	152	0	24	0.115	0.115
ITGB8	0	0	0	0	0	5	152	0	0	0.904	0.904
ITGBL1	0	0	0	0	0	5	152	0	0	0.054	0.054
ITIH1	0	0	0	0	0	0	0	1	10	0.366	0.366
ITIH2	0	0	0	0	0	0	0	0	3	0.812	0.812
ITIH3	0	0	0	0	0	0	0	1	61	0.929	0.929
ITIH4	0	0	0	0	0	0	0	0	63	0.768	0.768
ITK	1	0	1	1	0	2	124	9	224	0.779	0.779
ITM2A	0	0	0	0	0	0	0	0	8	0	0
ITM2B	0	0	0	0	0	7	174	1	16	0.911	0.911
ITM2C	0	1	1	0	0	0	0	0	5	0.876	0.876
ITPK1	0	0	0	0	0	0	0	0	13	0.898	0.898
ITPKA	0	0	1	0	0	0	0	0	30	0.783	0.783
ITPKB	0	0	1	0	0	0	0	0	20	0.638	0.638
ITPKC	0	0	0	0	0	0	0	0	1	0.787	0.787
ITPR1	0	1	0	0	0	0	0	1	48	0.873	0.873
ITPR2	0	0	0	0	0	0	0	0	0	0.419	0.419
ITPR3	0	0	0	0	0	0	0	0	3	0.262	0.262
ITPRIPL1	0	0	0	0	0	0	0	0	18	0.706	0.706
ITSN1	0	1	1	0	0	0	2	9	165	0.147	0.147
ITSN2	0	0	1	0	0	0	0	9	124	0.828	0.828
IVD	0	0	0	0	0	0	0	0	9	0.888	0.888
IVL	0	0	1	0	0	0	46	1	18	0.796	0.796
IVNS1ABP	0	1	0	0	0	3	159	0	32	0.818	0.818
IWS1	0	0	0	0	0	0	0	1	33	0.813	0.813
IYD	0	0	0	0	0	0	0	0	1	0.008	0.008
IZUMO1	0	0	0	0	0	0	11	0	0	0.729	0.729
JADE1	0	1	0	0	1	0	0	1	13	0	0
JADE2	0	0	0	0	0	0	0	0	9	0	0
JADE3	0	0	0	0	0	0	0	0	7	0	0
JAG1	0	0	1	1	0	0	0	3	155	0.882	0.882
JAG2	0	1	1	1	0	2	140	2	20	0.762	0.762
JAGN1	0	0	1	0	0	0	0	1	4	0.171	0.171
JAK1	1	0	1	1	0	5	138	18	174	0.805	0.805
JAK2	1	1	1	1	0	24	229	21	250	0.896	0.896
JAK3	1	1	1	1	0	1	1	7	123	0.708	0.708
JAKMIP1	0	0	0	0	0	0	0	0	8	0.57	0.57
JAKMIP2	0	0	0	0	0	0	0	2	45	0.482	0.482
JAM2	0	0	0	0	0	0	0	0	11	0	0
JAM3	0	0	1	0	0	0	0	0	4	0.908	0.908
JARID2	0	0	1	1	0	1	120	2	22	0.896	0.896
JAZF1	1	0	0	0	0	11	166	1	1	0.91	0.91
JDP2	0	0	1	0	0	0	0	1	178	3449.18	0.924
JKAMP	0	0	0	0	0	0	0	0	146	0.277	0.277
JMJD1C	0	0	0	0	0	19	200	3	74	0.834	0.834
JMJD4	0	0	0	0	0	0	0	0	1	0.925	0.925
JMJD5	0	0	0	0	0	0	0	0	0	0.67	0.67
JMJD6	0	0	1	0	0	0	0	4	33	0.17	0.17
JMJD7	0	0	0	0	0	0	0	0	6	0	0
JMJD7-PLA2G4B	0	0	0	0	0	0	0	0	0	0.023	0.023
JMY	0	1	0	0	0	0	0	1	62	0.289	0.289
JOSD1	0	0	0	0	0	0	0	1	177	0.678	0.678
JOSD2	0	0	0	0	0	0	0	0	21	0.185	0.185
JPH1	0	0	0	0	0	0	0	0	10	0.737	0.737
JPH2	0	0	0	0	0	0	0	0	3	0.882	0.882
JPH3	0	0	0	0	0	0	0	0	3	0.752	0.752
JRKL	0	0	0	0	0	1	120	0	0	0.897	0.897
JSRP1	0	0	0	0	0	0	0	0	16	0.682	0.682
JTB	0	1	0	1	1	0	0	0	5	0.873	0.873
JUB	0	0	0	0	0	0	0	1	41	0.448	0.448
JUN	1	1	1	1	0	1	1	27	328	5001.53	0.85
JUNB	0	1	1	1	0	13	171	7	249	4777.61	0.851
JUND	0	1	1	1	0	13	171	8	241	5194.02	0.916
JUP	0	0	1	1	0	0	0	9	207	0.919	0.919
KAL1	0	0	1	0	0	12	190	1	7	0	0
KALRN	0	1	1	0	0	0	50	1	55	0.02	0.02
KANK1	0	0	1	0	0	0	0	0	18	0.826	0.826
KANK2	0	1	0	1	1	0	0	3	83	0	0
KANSL1	0	0	0	0	0	0	0	1	114	0	0
KANSL1L	0	0	0	0	0	0	0	0	2	0	0
KANSL2	0	0	0	0	0	0	0	0	29	0	0
KANSL3	0	0	0	0	0	0	0	0	3	0	0
KARS	0	0	0	0	0	0	0	0	49	0.918	0.918
KAT2A	0	0	1	1	0	14	185	9	267	0.936	0.936
KAT2B	0	0	1	1	0	21	213	27	303	0	0
KAT5	0	0	0	0	0	25	184	19	282	0.796	0.796
KAT6A	0	0	1	0	0	0	0	0	30	0	0
KAT6B	0	0	0	0	0	0	0	0	1	0	0
KAT7	0	0	0	0	0	0	0	1	126	0	0
KAT8	0	0	1	0	0	0	0	2	48	0	0
KATNA1	0	0	1	0	1	0	0	1	151	0.614	0.614
KATNAL1	0	0	0	0	0	0	0	0	18	0.819	0.819
KATNAL2	0	0	0	0	0	0	0	0	15	0.496	0.496
KATNB1	0	1	1	0	1	0	1	0	12	0.636	0.636
KATNBL1	0	0	0	0	0	0	0	0	1	0	0
KAZ	0	0	0	0	0	0	0	0	3	0.749	0.749
KAZN	0	0	1	0	0	0	0	0	11	0	0
KBTBD10	0	0	0	0	0	0	0	0	154	0.92	0.92
KBTBD2	0	0	0	0	0	0	0	0	2	0.408	0.408
KBTBD3	0	0	0	0	0	0	0	0	2	0.582	0.582
KBTBD4	0	0	0	0	0	0	0	0	34	0.596	0.596
KBTBD5	0	0	0	0	0	0	0	1	13	0.459	0.459
KBTBD6	0	0	0	0	0	0	0	0	2	0.825	0.825
KBTBD7	0	0	0	0	0	0	0	1	90	0.314	0.314
KCNA1	0	0	1	1	0	2	122	0	6	0.465	0.465
KCNA10	0	0	0	0	0	1	14	0	0	0.876	0.876
KCNA2	0	0	0	0	0	1	14	1	31	0.182	0.182
KCNA3	0	0	0	0	0	1	14	0	6	0.895	0.895
KCNA4	0	0	0	0	0	1	14	0	17	0.927	0.927
KCNA5	0	0	0	1	1	1	14	0	39	0.911	0.911
KCNA6	0	0	0	0	0	1	14	0	33	0.459	0.459
KCNAB1	0	0	1	0	0	1	14	0	8	0.937	0.937
KCNAB2	0	0	1	0	0	0	0	0	21	0.916	0.916
KCNAB3	0	0	0	0	0	1	14	0	7	0.602	0.602
KCNB1	0	1	0	0	0	0	0	0	9	0.768	0.768
KCNB2	0	0	0	0	0	1	15	0	60	0.527	0.527
KCNC1	0	0	0	0	0	1	14	0	1	0.656	0.656
KCNC2	0	0	0	0	0	0	0	0	0	0.57	0.57
KCNC3	0	0	0	0	0	1	14	0	25	0.462	0.462
KCNC4	0	0	0	0	0	2	122	0	0	0.593	0.593
KCND2	0	0	0	0	0	1	118	0	5	0.906	0.906
KCND3	0	0	0	0	0	1	14	0	0	0.016	0.016
KCNE1	0	0	0	0	0	2	152	1	11	0.905	0.905
KCNE1L	0	0	0	0	0	0	22	0	0	0.039	0.039
KCNE2	0	0	0	0	0	1	76	0	1	0.69	0.69
KCNE3	0	0	0	0	0	0	0	0	34	0.112	0.112
KCNE4	0	0	0	0	0	0	0	0	10	0.581	0.581
KCNF1	0	0	0	0	0	1	14	0	0	0.608	0.608
KCNG1	0	0	0	0	0	0	0	0	33	0.851	0.851
KCNG2	0	0	0	0	0	1	26	0	0	0.756	0.756
KCNG3	0	0	0	0	0	0	0	0	0	0.776	0.776
KCNG4	0	0	0	0	0	0	0	0	0	0.464	0.464
KCNH1	0	0	1	1	0	1	14	0	21	0.754	0.754
KCNH2	0	0	0	0	0	1	76	2	26	0.726	0.726
KCNH3	0	0	0	0	0	1	14	0	0	0.585	0.585
KCNH4	0	0	0	0	0	1	14	0	0	0.669	0.669
KCNH5	0	0	0	0	1	0	0	0	144	0.598	0.598
KCNH7	0	0	0	0	0	0	0	0	60	0.472	0.472
KCNIP1	0	0	0	0	0	1	127	0	0	0.926	0.926
KCNIP2	0	0	1	0	0	1	37	0	0	0.133	0.133
KCNIP3	0	1	0	0	0	13	171	2	92	0.73	0.73
KCNIP4	0	0	0	0	0	0	0	0	9	0.021	0.021
KCNJ1	0	0	0	0	0	1	54	0	152	0.377	0.377
KCNJ10	0	0	1	0	0	1	14	0	12	0.663	0.663
KCNJ11	0	0	0	0	0	1	14	0	1	0.453	0.453
KCNJ12	0	0	0	0	0	1	76	0	10	0.436	0.436
KCNJ15	0	0	0	0	0	1	14	0	0	0.93	0.93
KCNJ16	0	0	0	0	0	0	0	0	0	0.042	0.042
KCNJ2	0	0	0	0	0	1	14	0	14	0.19	0.19
KCNJ3	0	0	0	0	0	1	14	1	3	0.186	0.186
KCNJ4	0	0	0	0	0	1	14	0	14	0.397	0.397
KCNJ5	1	0	0	0	0	1	14	1	3	0.881	0.881
KCNJ6	0	0	0	0	0	1	14	0	7	0.697	0.697
KCNJ8	0	0	0	0	0	1	14	0	0	0.923	0.923
KCNJ9	0	0	0	0	0	0	0	0	1	0.434	0.434
KCNK1	0	0	0	0	0	1	14	0	42	0.918	0.918
KCNK16	0	0	0	0	0	0	0	0	1	0.173	0.173
KCNK17	0	0	0	0	0	1	14	0	0	0.903	0.903
KCNK18	0	0	0	0	0	0	0	0	12	0.526	0.526
KCNK3	0	0	0	0	0	2	122	0	25	0.917	0.917
KCNK4	0	0	0	0	0	1	14	0	1	0.402	0.402
KCNK5	0	0	0	0	0	1	54	0	0	0.321	0.321
KCNK6	0	0	0	0	0	1	14	0	0	0.698	0.698
KCNK7	0	0	0	0	0	1	14	0	0	0.638	0.638
KCNK9	0	0	0	0	0	0	0	0	17	0.678	0.678
KCNMA1	0	1	1	0	0	1	118	0	0	0.537	0.537
KCNMB1	0	0	0	0	0	2	122	1	14	0.575	0.575
KCNMB2	0	0	0	0	0	1	29	0	0	0.768	0.768
KCNMB3	0	0	0	0	0	1	29	0	0	0.895	0.895
KCNMB4	0	0	0	0	0	2	130	0	0	0.267	0.267
KCNN1	0	0	0	0	0	2	122	0	174	0.754	0.754
KCNN2	0	0	0	0	0	0	0	0	12	0.752	0.752
KCNN3	0	0	0	0	0	9	190	0	0	0.339	0.339
KCNN4	0	0	0	0	0	5	153	0	148	0.909	0.909
KCNQ1	0	0	0	0	0	2	152	1	196	0.901	0.901
KCNQ2	0	0	1	0	0	9	190	0	10	0.667	0.667
KCNQ3	0	0	1	0	0	2	122	0	9	0.779	0.779
KCNQ4	0	0	0	0	0	2	119	0	0	0.146	0.146
KCNQ5	0	0	0	0	0	1	118	0	7	0.903	0.903
KCNRG	0	0	0	0	0	0	0	0	13	0.877	0.877
KCNS1	0	0	0	0	0	1	14	0	0	0.246	0.246
KCNS2	0	0	0	0	0	0	0	0	1	0.554	0.554
KCNS3	0	0	0	0	0	1	14	0	33	0.263	0.263
KCNV1	0	0	0	0	0	1	14	0	0	0.691	0.691
KCNV2	0	0	0	0	0	0	0	0	0	0.497	0.497
KCTD1	0	0	0	0	0	0	0	0	59	0.889	0.889
KCTD10	0	0	0	0	0	0	0	0	151	0.896	0.896
KCTD11	0	0	1	1	0	0	0	0	66	0.581	0.581
KCTD12	0	0	0	0	0	0	0	0	6	0.934	0.934
KCTD13	0	0	0	0	0	0	0	1	48	0.88	0.88
KCTD14	0	0	0	0	0	0	0	0	23	0.746	0.746
KCTD15	0	0	0	0	0	0	0	1	47	0.794	0.794
KCTD17	0	0	0	0	0	0	0	0	22	0.514	0.514
KCTD19	0	0	0	0	0	0	0	0	2	0.862	0.862
KCTD20	0	0	0	0	0	0	0	0	4	0.242	0.242
KCTD3	0	0	0	0	0	0	0	0	52	0.782	0.782
KCTD4	0	0	0	0	0	0	0	0	5	0.276	0.276
KCTD5	0	0	0	0	0	0	0	1	191	0.896	0.896
KCTD6	0	0	0	0	0	0	0	0	40	0.187	0.187
KCTD8	0	0	0	0	0	0	0	0	33	0.449	0.449
KCTD9	0	0	0	0	0	0	0	1	68	0.433	0.433
KCTD9P2	0	0	0	0	0	0	0	1	32	0	0
KDELR1	0	0	0	0	0	1	55	0	11	0.891	0.891
KDELR2	0	0	0	0	0	1	55	0	0	0.932	0.932
KDM1A	0	1	1	1	0	0	0	17	289	0.903	0.903
KDM1B	0	0	0	0	0	0	0	3	49	0.875	0.875
KDM2A	0	0	0	0	0	0	0	1	196	0.695	0.695
KDM2B	0	1	0	1	0	0	0	2	33	0.64	0.64
KDM3A	0	0	1	0	0	0	0	1	7	0.902	0.902
KDM3B	0	0	0	0	0	0	0	0	11	0.023	0.023
KDM4A	0	0	0	0	0	0	0	5	128	0.665	0.665
KDM4B	0	0	0	0	0	0	0	0	2	0.502	0.502
KDM4C	0	0	0	1	0	0	0	1	27	0.621	0.621
KDM4D	0	0	0	0	0	0	0	2	76	0.884	0.884
KDM5A	1	0	0	0	0	27	187	6	123	0.806	0.806
KDM5B	0	0	0	0	0	3	116	10	118	0.924	0.924
KDM5C	1	0	0	0	0	1	1	3	110	0.82	0.82
KDM6A	1	0	1	0	0	1	1	3	68	0.454	0.454
KDM6B	0	0	1	0	0	0	0	3	101	0.857	0.857
KDR	1	1	1	1	0	6	82	3	199	0.871	0.871
KDSR	0	0	0	0	0	0	0	0	10	0.168	0.168
KEAP1	0	1	1	0	0	0	0	4	196	0.85	0.85
KEL	0	0	1	0	0	1	29	1	19	0.279	0.279
KHDRBS1	0	0	0	1	1	48	234	14	240	0.883	0.883
KHDRBS2	0	0	0	0	0	0	0	5	127	0	0
KHDRBS3	0	0	0	0	0	1	118	1	75	0.256	0.256
KHK	0	0	0	0	0	0	0	0	18	0.682	0.682
KHSRP	0	0	0	0	0	4	84	0	113	0.874	0.874
KIAA0020	0	0	0	0	0	0	0	0	4	0.878	0.878
KIAA0040	0	0	0	0	0	0	0	0	14	0.926	0.926
KIAA0087	0	0	0	0	0	0	0	2	47	0.619	0.619
KIAA0090	0	0	0	0	0	0	0	0	145	0.93	0.93
KIAA0100	0	0	0	0	0	0	0	1	10	0.472	0.472
KIAA0101	0	0	0	0	0	0	0	0	21	0	0
KIAA0141	0	1	0	0	0	0	0	0	5	0.886	0.886
KIAA0174	0	0	0	0	0	0	0	0	145	0.354	0.354
KIAA0182	0	0	0	0	0	0	0	0	104	0.566	0.566
KIAA0196	0	0	1	0	0	0	0	0	1	0.82	0.82
KIAA0226	0	0	0	0	0	0	0	0	15	0.387	0.387
KIAA0232	0	0	0	0	0	0	0	1	27	0.805	0.805
KIAA0240	0	0	0	0	0	0	0	0	19	0.732	0.732
KIAA0247	0	0	0	0	0	0	0	0	10	0.832	0.832
KIAA0284	0	0	0	0	0	0	0	0	28	0.827	0.827
KIAA0317	0	0	0	0	0	0	0	0	33	0.837	0.837
KIAA0319	0	0	1	0	0	0	0	0	5	0.601	0.601
KIAA0319L	0	0	0	0	0	0	0	0	12	0.673	0.673
KIAA0368	0	0	0	0	0	0	29	2	14	0.591	0.591
KIAA0408	0	0	0	0	0	0	0	2	131	0	0
KIAA0415	0	0	0	0	0	0	0	0	10	4401.34	0.795
KIAA0430	0	0	1	0	0	0	0	0	9	0.542	0.542
KIAA0528	0	0	0	0	0	0	0	0	0	0.438	0.438
KIAA0564	0	0	0	0	0	0	0	0	5	0.148	0.148
KIAA0664	0	0	0	0	0	0	0	0	1	0.843	0.843
KIAA0753	0	0	0	0	0	0	0	0	10	0.495	0.495
KIAA0776	0	0	0	0	0	0	0	0	6	0.585	0.585
KIAA0802	0	0	0	0	0	0	0	0	9	0.897	0.897
KIAA0889	0	0	0	0	0	0	0	0	2	0	0
KIAA0907	0	0	0	0	0	0	0	0	15	0.915	0.915
KIAA0913	0	0	0	0	0	0	0	0	15	0.669	0.669
KIAA0947	0	0	0	0	0	0	0	0	17	0.883	0.883
KIAA1009	0	0	0	0	0	0	0	0	34	0.649	0.649
KIAA1012	0	0	0	0	0	0	0	0	1	0.047	0.047
KIAA1033	0	0	0	0	0	0	0	1	27	0.428	0.428
KIAA1107	0	0	0	0	0	0	0	0	9	0.258	0.258
KIAA1143	0	0	0	0	0	0	0	0	0	0.668	0.668
KIAA1147	0	0	0	0	0	0	0	1	2	0.262	0.262
KIAA1191	0	0	0	0	0	0	0	1	40	0.652	0.652
KIAA1199	0	0	0	0	0	0	0	0	0	0.873	0.873
KIAA1217	0	0	0	0	0	0	0	0	56	0.845	0.845
KIAA1267	0	0	0	0	0	0	0	1	79	0.609	0.609
KIAA1279	0	0	0	0	0	0	0	0	32	0.431	0.431
KIAA1328	0	0	0	0	0	0	0	1	12	0.902	0.902
KIAA1370	0	0	0	0	0	0	0	1	12	0.423	0.423
KIAA1377	0	0	0	0	0	0	0	4	156	0.869	0.869
KIAA1409	0	0	0	0	0	0	0	0	28	0.437	0.437
KIAA1429	0	0	0	0	0	0	0	0	55	0.875	0.875
KIAA1522	0	0	0	0	0	0	0	0	21	0.915	0.915
KIAA1524	0	0	0	1	0	0	0	1	39	0.935	0.935
KIAA1539	0	0	0	0	0	0	0	0	1	0.632	0.632
KIAA1549	1	0	0	0	0	1	1	2	28	0.78	0.78
KIAA1598	1	0	1	0	0	1	1	2	31	0.523	0.523
KIAA1609	0	0	0	0	0	0	0	0	1	0.883	0.883
KIAA1683	0	0	0	0	0	0	0	1	47	0.902	0.902
KIAA1712	0	0	0	0	0	0	0	0	20	0.542	0.542
KIAA1715	0	0	0	0	0	0	0	0	0	0.925	0.925
KIAA1731	0	0	0	0	0	0	0	0	0	0.874	0.874
KIAA1737	0	0	0	0	0	0	0	0	6	0.703	0.703
KIAA1797	0	0	0	0	0	0	0	0	7	0.454	0.454
KIAA1804	0	0	0	0	0	0	0	0	5	0.823	0.823
KIAA1875	0	0	0	0	0	0	0	1	7	0.601	0.601
KIAA1958	0	0	0	0	0	0	0	0	31	0.555	0.555
KIAA1967	0	0	0	0	0	0	0	1	132	0.515	0.515
KIAA2018	0	0	0	0	0	0	0	0	5	0.01	0.01
KIAA2022	0	0	0	0	0	0	0	0	19	0.408	0.408
KIAA2026	0	0	0	0	0	0	0	1	35	0.604	0.604
KIDINS220	0	0	1	0	0	0	0	2	18	0.635	0.635
KIF11	0	0	0	0	1	2	92	3	70	0	0
KIF13A	0	0	0	0	0	0	0	1	81	0.76	0.76
KIF13B	0	0	1	0	1	1	6	1	33	0.795	0.795
KIF15	0	0	0	1	1	28	218	0	26	0.936	0.936
KIF16B	0	0	0	0	0	0	0	0	9	0.512	0.512
KIF17	0	0	0	0	0	0	0	0	10	0	0
KIF18A	0	0	0	0	1	0	0	0	17	0.935	0.935
KIF1A	0	0	0	0	0	0	0	2	72	0.754	0.754
KIF1B	0	1	0	0	0	0	0	1	89	0.492	0.492
KIF1C	0	0	0	0	0	0	0	1	43	0.941	0.941
KIF20A	0	0	0	0	1	0	50	0	9	0.937	0.937
KIF20B	0	0	1	1	1	0	0	0	23	0.94	0.94
KIF21B	0	0	0	0	0	0	0	0	151	0.35	0.35
KIF22	0	0	0	0	1	2	79	0	54	0.927	0.927
KIF23	0	0	0	0	1	0	2	1	164	0	0
KIF24	0	0	0	0	0	0	0	0	3	0.847	0.847
KIF25	0	0	0	0	1	0	25	0	0	0.547	0.547
KIF26A	0	0	0	0	0	0	0	0	5	0.713	0.713
KIF26B	0	0	0	0	0	0	0	0	13	0	0
KIF2A	0	0	1	0	1	0	0	0	0	0.913	0.913
KIF2C	0	0	0	1	1	28	218	0	156	0.934	0.934
KIF3A	0	0	1	1	0	0	0	1	93	0.597	0.597
KIF3B	0	0	0	0	1	0	27	1	24	0.417	0.417
KIF3C	0	0	0	0	0	0	0	0	40	0.914	0.914
KIF4A	0	0	1	0	1	0	0	1	18	0	0
KIF5A	0	0	1	0	0	2	118	0	58	0.837	0.837
KIF5B	1	0	1	0	0	1	2	2	84	0.24	0.24
KIF5C	0	0	1	0	0	0	0	1	53	0.652	0.652
KIF6	0	0	0	0	0	0	0	0	2	0.888	0.888
