Target_Cancer_Gene	Target_GO_cell.death	Target_GO_cell.differentiation	Target_GO_cell.proliferation	Target_GO_mitototic.cell.cycle	Target_HumanNet.CGS_L1	Target_HumanNet.CGS_L2	Target_InteractNet.CGS_L1	Target_InteractNet.CGS_L2	Target_ReguleNet.DEG_score	Target_DEG_score	TF_Cancer_Gene	TF_GO_cell.death	TF_GO_cell.differentiation	TF_GO_cell.proliferation	TF_GO_mitototic.cell.cycle	TF_HumanNet.CGS_L1	TF_HumanNet.CGS_L2	TF_InteractNet.CGS_L1	TF_InteractNet.CGS_L2	TF_ReguleNet.DEG_score	TF_DEG_score	diff_Pval	avg_Pval	TF_sign	Dnase	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me3	H4K20me1	Dist_GWAS_2D	Early.to.late_Rate	PhastCons	0
0	0	0	0	0	0	0	0	4	0.765	0.765	0	0	0	0	0	0	0	0	0	0	0	5.37882	2.68941	-1	0	4.6082755	0	0	22.71940476	7.325305	3.8559885	0	5.100761	0	0	195729	23	0.932	0
0	0	0	0	0	0	0	0	4	0.765	0.765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.30332574	15.03280899	6.369557	0	0	0	0	0	23374	24.6667	1	0
0	0	0	0	0	0	0	0	4	0.765	0.765	0	0	0	1	0	13	175	1	7	5142.76	0.758	5.18842	2.59421	-1	77	19.4421485	0	0	11.00655738	12.6945305	96.15216767	0	18.835052	0	0	447180	5	0.799	0
0	0	0	0	0	0	0	1	20	0.706	0.706	0	1	1	1	0	13	172	8	244	4982.68	0.917	7.24795	3.62398	-1	0	10.1033666	0	17.29409379	31.86818665	0	0	0	5.472174667	0	0	152443	85	0	0
0	1	0	0	0	7	174	2	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1033666	0	17.29409379	31.86818665	7.969775	4.88321875	0	5.472174667	12.079	0	134758	28.6667	0	0
0	1	0	0	0	7	174	2	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.32598131	16.30597403	0	0	0	5.472174667	0	0	131318	28.3333	0	0
0	0	1	0	0	25	183	6	104	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00174	3.00087	-1	0	10.3599764	0	18.7545607	43.52526232	8.3711655	31.03574948	36.77141757	6.971202	0	11.34904762	26059	44.5	0	0
0	0	1	0	0	25	183	6	104	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09963	2.54982	-1	21	18.778557	0	26.07058187	32.78575107	15.109707	96.2006036	38.70094787	26.908414	0	10.43085714	97580	23.5	0	0
0	0	0	0	0	0	0	2	39	0.262	0.262	0	1	1	0	0	0	0	9	268	5026.94	0.895	0	6.27e-06	0	6	0	0	14.63562842	23.17982609	4.452048	2.086606	0	0	0	0	89645	23.5	0.041	0
0	1	1	0	0	0	0	3	122	0.516	0.516	0	0	1	0	0	18	208	14	260	5164.23	0.894	5.39469	2.69734	-1	0	6.288237	0	0	40.26498294	8.589464	5.7851245	0	6.605254	0	0	2816637	15.5	0	0
0	0	0	0	0	0	0	3	191	0.894	0.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0026085	0	10.7845283	21.75683849	9.122725556	38.38926632	12.60115385	33.586805	0	0	199970	5.71429	0	0
0	0	0	0	0	0	0	3	191	0.894	0.894	0	0	0	0	0	0	0	0	0	0	0	5.42366	2.71183	1	0	22.0026085	0	10.7845283	21.75683849	9.122725556	38.38926632	12.60115385	33.586805	0	0	199936	5.71429	0.05	0
0	0	0	0	0	0	0	0	12	0.822	0.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.04079267	0	10.54291667	0	12.7979685	44.57259944	55.89275626	24.499878	10.2224	0	944515	10.25	0.011	0
0	0	0	0	0	0	0	0	0	0.887	0.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.893076	0	11.22247619	28.58915254	13.48046	18.29583533	0	11.396314	0	0	1784972	46.5	0.001	0
0	0	0	0	0	0	2	0	72	0.639	0.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.791306778	10.84865385	0	0	7.103932083	81.453352	0	22.232544	0	0	1302466	17.6667	0.353	0
0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31247	2.65624	1	0	0	40.80040757	0	0	0	0	0	0	10.72290909	0	157037	11.5	0.002	0
0	0	1	0	0	0	0	7	13	18.325	0.82	0	0	0	0	0	0	0	0	5	200.635	0.668	5.62342	2.81171	1	0	0	12.70282828	0	0	0	0	0	0	0	0	158603	24.6667	0.006	0
0	0	1	0	0	0	0	7	13	18.325	0.82	0	0	0	0	0	0	0	0	2	5100.65	0.303	5.12726	2.56363	-1	0	6.988691	0	0	25.69918919	8.6883475	6.9637835	0	3.89322	0	0	521954	27	0.74	0
0	0	0	0	0	0	0	0	22	0.861	0.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.685692	26.54603426	0	15.11119266	13.0101515	31.82775233	0	5.256369	0	0	652119	23.6667	0	0
0	0	0	0	0	0	0	0	3	0.068	0.068	0	0	0	0	0	0	0	0	100	0.666	0.666	5.48017	2.74009	-1	37	19.9101845	0	20.93444642	39.24371014	12.798802	8.750496	32.05143354	13.793933	0	0	4092735	34.5	0.999	0
0	1	0	1	1	10	196	1	187	0.927	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8697155	0	24.09042735	21.48796296	13.85419	89.72323725	31.2226087	24.090317	0	0	4858884	27.6667	0	0
0	0	1	0	0	0	0	0	12	0.916	0.916	0	0	0	0	0	0	0	0	0	0	0	5.43415	2.71707	1	0	13.72410325	0	22.28283128	20.83671982	13.388928	54.35386783	30.295	16.331091	0	0	5015091	28.3333	0.295	0
0	0	0	0	0	0	0	0	13	0.558	0.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.93799701	0	0	16.2951495	37.963125	0	0	0	0	5745242	77	0.007	0
0	1	1	0	0	4	185	1	171	0.838	0.838	0	0	0	0	0	0	0	0	0	0	0	5.66555	2.83277	1	0	8.3599545	0	0	36.79036827	10.147331	8.526445	0	5.344927	11.88782609	0	5769944	77	0	0
0	0	0	0	0	0	0	1	57	0	0	0	1	1	1	0	5	102	4	152	5261.08	0.833	0	7.6e-08	0	88	16.8301105	0	12.83798561	0	11.8069755	112.5224325	21.54083936	29.531032	0	0	6675498	20	0	0
0	0	0	0	0	0	0	0	1	0.25	0.25	0	0	0	0	0	0	0	0	8	607.015	0.196	5.65561	2.82781	1	18	0	13.60684492	0	11.21195652	0	0	0	0	0	0	613254	29	0	0
0	0	0	0	0	0	0	1	30	0.84	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.11774194	0	0	0	0	0	0	588733	17	0	0
0	0	1	0	1	0	0	1	47	814.976	0.352	0	1	1	1	0	5	101	13	246	4992.51	0.755	0	2.22e-06	0	42	0	0	0	16.37727273	11.1291625	49.936277	0	0	0	0	347248	90	0	0
0	0	0	0	0	2	38	0	0	0.789	0.789	0	0	0	0	0	0	0	0	146	979.547	0.844	5.065	2.5325	1	0	9.028364333	0	33.81302609	33.35151515	7.586745	0	13.91511737	7.325894143	0	12.76423529	81226	30.6667	0	0
0	0	1	1	0	0	0	0	1	0.941	0.941	0	0	0	0	0	0	0	0	0	0	0	0	8.06e-06	0	6	0	0	18.20410783	0	0	0	0	0	16.08875536	0	271134	31	0	0
0	0	0	0	0	0	0	0	18	0.706	0.706	0	0	0	0	0	0	0	0	0	0	0	5.33255	2.66628	1	0	12.062273	0	10.14285714	0	10.58708425	46.2424406	22.87409231	15.576385	0	0	95225	35.5	0.131	0
0	0	0	0	0	18	203	1	6	0	0	1	1	1	0	1	9	182	1	7	17.701	0.847	5.32057	2.66029	-1	0	0	15.80318367	0	0	0	0	0	0	0	0	1287307	13	0	0
0	1	0	0	0	1	120	4	118	57.911	0.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.98221583	0	41.53471483	0	12.8149865	71.26204364	55.08302632	25.785022	11.76358974	21.58802632	302370	19.3333	0.007	0
0	0	0	0	0	10	181	0	3	0.679	0.679	0	1	1	1	0	0	0	7	166	17.362	0.859	5.32422	2.66211	-1	0	7.391779	0	10.0550303	21.14715203	6.606556	4.195999	0	0	11.10266667	0	614654	13.8	0	0
0	0	0	0	0	10	181	2	160	0.895	0.895	0	0	0	0	0	0	0	0	0	0	0	5.10237	2.55118	1	0	21.1316042	0	11.14540284	38.08850242	10.94976	7.84911125	0	22.765729	0	0	650770	23.6667	0.001	0
0	0	0	0	0	10	181	2	160	0.895	0.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1316042	0	11.14540284	38.08850242	10.94976	7.84911125	12.0537037	22.765729	0	0	651860	35.5	0	0
0	0	0	0	0	10	181	2	160	0.895	0.895	0	0	0	0	0	0	0	0	0	0	0	5.02273	2.51137	-1	0	11.47385686	0	15.07222798	11.76678261	0	9.279286368	0	0	12.80849315	0	714686	22	0	0
0	1	1	0	0	0	0	7	244	0.915	0.915	0	0	0	0	0	0	0	0	0	0	0	5.17393	2.58697	-1	6	6.4076935	0	24.33900397	17.23486521	4.977335	0	13.38352273	0	0	0	614452	16.5	0.005	0
0	1	1	0	0	0	0	7	244	0.915	0.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724747	33.5	0.439	0
0	0	1	1	0	3	107	1	50	0.004	0.004	0	0	0	0	0	0	0	0	2	5100.65	0.303	5.15181	2.57591	-1	0	6.5246165	0	10.55864407	28.86357815	7.2752095	4.1441085	24.49307995	3.271919	0	0	2357935	9.14286	0	0
0	1	0	1	1	27	216	3	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.914059	0	0	0	11.498714	80.3913005	0	42.992937	0	0	179968	5.83333	0	0
0	0	0	0	0	0	0	0	16	0.32	0.32	0	0	0	1	1	0	0	3	91	4507.24	0.642	5.17914	2.58957	1	20	5.419155667	0	0	14.65534884	11.061236	36.66177667	0	14.144294	0	0	54049	0.057971	0	0
0	1	0	0	0	0	0	0	15	0.456	0.456	1	0	1	0	1	1	1	2	55	0.803	0.803	5.2233	2.61165	1	7	9.0628405	0	11.80186528	29.33183099	7.2418635	4.714401333	15.40871795	3.805165	0	0	677988	2.7	0	0
0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42946	2.71473	1	0	0	11.49391304	0	0	0	0	0	0	13.70143791	0	43936	37.5	0	0
0	0	1	1	0	29	195	2	68	2437.13	0.794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.71836825	0	15.9012709	20.6769697	6.478214	0	16.67432432	9.713988	0	10.14818182	49541	37.5	0.023	0
0	0	1	1	0	29	195	2	68	2437.13	0.794	0	0	0	0	0	0	0	0	17	2.53	0.704	5.31966	2.65983	-1	0	18.71836825	0	22.08023011	36.59960848	8.575524	24.35717	24.63506518	9.713988	0	0	27737	24.3333	0	0
0	1	1	1	0	26	215	3	131	0.538	0.538	0	0	0	0	0	0	0	0	0	0	0	5.00789	2.50394	1	0	13.4203355	0	0	0	9.8232265	97.4470364	26.7053913	22.721614	0	0	4761249	19.5	0.011	0
0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	153	3058.25	0.235	6.11748	3.05874	1	0	4.711642	0	20.49462366	15.67862408	7.364163	0	31.34870017	5.635538667	0	11.03538462	1995907	0.115385	0.111	0
0	0	1	0	0	0	0	2	130	0.928	0.928	0	0	0	0	0	0	0	0	15	3018.13	0.58	5.25337	2.62669	1	0	0	0	0	19.76751067	7.293093	0	0	0	0	0	957	10.25	1	0
0	0	0	0	0	5	173	0	18	0.755	0.755	0	0	0	0	0	0	0	1	90	4974.88	0.483	5.39147	2.69573	-1	50	7.4415338	0	0	20.85953704	6.9839452	58.15851225	0	18.488048	0	0	886714	42.5	1	0
0	0	0	0	0	0	0	0	2	0.905	0.905	0	0	0	0	0	0	0	1	5	19.177	0.062	0	9.25e-06	0	32	12.3021275	0	0	0	12.315037	39.01891067	0	12.458721	0	0	2641821	0.423077	1	0
0	1	1	0	1	11	168	3	85	0.876	0.876	0	1	0	1	0	6	181	0	0	5246.9	0.709	0	3.03e-06	0	12	6.74626425	0	10.71173184	12.4072973	13.503328	35.12507867	17.72089431	13.465226	0	0	1167946	0.782609	0.999	0
0	0	0	0	0	5	152	0	23	0.775	0.775	0	0	0	0	0	0	0	0	0	0	0	6.01055	3.00528	1	0	9.355778	0	0	16.80878049	13.076333	25.23839767	11.32311436	10.836872	0	0	473104	5.77778	0.053	0
0	0	0	0	0	5	152	0	23	0.775	0.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.011979333	0	14.3093633	36.00802795	7.080221667	3.972697	55.96394379	6.520594	0	0	1333429	24	0	0
0	0	0	0	0	5	152	0	23	0.775	0.775	0	0	0	0	0	0	0	0	30	41.392	0.688	5.11748	2.55874	1	0	0	0	0	17.89823322	7.7462885	4.893506	0	0	0	0	1828356	28	0	0
0	0	0	0	0	0	60	1	17	0.892	0.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3218188	13.6	0.003	0
0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.80053435	0	0	0	0	0	0	0	0	5621566	32.5	0	0
0	0	0	0	1	0	0	1	91	0.929	0.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.58209302	0	0	0	0	0	0	1894729	0.333333	0.012	0
0	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	42	6.335	0.803	5.39469	2.69734	1	22	9.7036855	0	11.46808511	28.09464327	6.0255395	3.8772155	0	3.033254	0	0	395918	39.5	0	0
0	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24565	3.12283	1	22	13.7402935	0	0	0	11.30299233	34.61511159	22.17225532	18.546608	0	0	700378	16.6667	0.966	0
0	1	1	0	1	0	0	11	212	0.69	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204923	43.5	0	0
0	0	0	0	0	0	0	1	163	0.822	0.822	0	0	0	0	0	0	0	0	0	0	0	5.67985	2.83993	1	0	9.3289565	0	30.29460392	37.3566281	12.05840131	51.30012894	73.71344099	9.823733	0	16.48097561	1067000	13.4	0.005	0
0	0	0	0	0	0	0	1	59	0.894	0.894	1	0	1	0	0	1	1	1	2	3664.15	0.8	6.38091	3.19046	-1	0	12.702619	0	24.14773602	0	6.230804333	59.27258169	28.78686327	11.35695533	0	0	1715702	34	0.996	0
0	0	0	0	0	0	0	0	11	0.097	0.097	0	0	0	0	0	19	200	1	32	5276.14	0.504	5.1152	2.5576	1	0	15.197551	0	17.84699844	20.55965217	11.616835	99.7281105	30.81789954	22.491421	0	0	2540573	2.77778	0	0
0	0	0	0	0	2	129	0	3	0.838	0.838	0	0	0	0	0	0	0	0	0	0	0	0	2.92e-06	0	330	23.9233365	0	13.66845771	31.9866323	18.074654	28.97888194	29.20771723	20.119097	0	0	3559667	3.35714	0.008	0
0	0	1	0	0	1	114	0	3	0.91	0.91	0	0	0	0	0	0	0	0	0	0	0	6.17005	3.08502	1	0	9.688920724	0	26.19816053	23.10500599	6.20235536	48.12575474	15.29956835	0	0	0	2006750	30.3333	1	0
0	1	0	0	0	10	173	0	144	0.92	0.92	0	1	1	1	0	14	200	1	121	891.857	0.411	5.10237	2.55118	-1	0	0	0	27.42330827	15.65864769	10.188831	116.3992318	44.07408257	31.325479	10.5705618	0	1656477	30.3333	0	0
0	0	0	1	0	4	102	1	38	1491.37	0.555	0	0	0	0	0	0	0	0	12	2478.11	0.327	0	6.83e-06	0	17	18.8887055	0	11.76329412	40.62875	7.030382	6.3947382	0	11.413985	12.40615385	0	79134	44	0	0
0	0	0	0	0	0	0	2	42	0.9	0.9	0	0	0	0	0	0	0	0	65	591.918	0.314	5.23284	2.61642	1	0	1.6683	0	14.6830888	22.6494016	5.631672222	42.53138381	46.35828376	3.219308	0	15.1831746	164783	27	0.002	0
0	0	0	0	0	2	187	0	32	0.891	0.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.515491	0	11.29502439	0	11.513255	90.4231194	30.6681388	23.060698	0	0	369069	80	0	0
0	0	0	1	0	36	229	1	83	0.772	0.772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4487	0	17.44788321	0	11.786583	86.83320144	62.69123726	25.335096	0	11.62692308	382889	30.6667	0.578	0
0	0	0	0	0	0	0	1	28	0.915	0.915	0	0	0	0	0	0	0	0	26	9.269	0.364	5.34104	2.67052	1	18	4.088122	0	22.76866805	19.8534104	6.6939055	0	0	0	0	0	316866	44	0	0
0	0	1	0	0	13	171	0	26	4671.17	0.425	0	0	0	0	0	0	0	0	0	0	0	5.48149	2.74074	-1	0	14.267609	0	0	0	8.645267947	57.0697034	0	16.034836	0	0	1002209	34.5	0.608	0
0	0	0	0	0	0	0	0	6	0.405	0.405	0	0	0	0	0	0	0	0	2	2964.33	0.83	5.35754	2.67877	-1	0	0	0	12.18064516	0	0	0	0	0	10.38742857	0	846568	5.66667	0.51	0
1	0	0	0	0	1	43	3	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2056355	0	28.43851996	0	9.482879	65.80386317	35.99615819	31.773722	0	0	504553	14.4	0	0
0	0	0	0	0	0	0	3	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.006595	0	0	21.51492308	0	0	0	0	10.59368421	0	67796	42.5	0.003	0
0	0	1	1	0	0	0	0	22	0.829	0.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5090167	0	0	0	0	11.15027027	0	334	27	0	0
0	0	0	0	0	0	0	3	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04753325	0	0	14.2844904	8.009157909	2.5579225	0	5.32543825	0	0	489166	25.6667	0.002	0
0	0	0	0	0	14	171	0	5	0.879	0.879	0	0	0	0	0	0	0	0	0	0	0	5.02919	2.51459	-1	0	14.495733	0	0	15.67891892	11.3383215	86.3175916	13.7845	21.815463	0	0	771172	73	0	0
0	0	0	0	0	14	171	0	5	0.879	0.879	0	0	0	0	0	0	0	1	16	4445.65	0.775	5.61261	2.80631	1	41	8.1520245	0	23.5705425	27.95383812	5.573861	5.304921	26.23700831	8.021442	0	0	1286197	25.6667	0.011	0
0	0	1	0	0	0	0	0	27	0.878	0.878	1	1	1	1	0	27	225	39	369	4038.58	0.587	5.20831	2.60415	1	0	9.8080925	0	0	18.9877193	8.6905595	16.46880833	0	8.061769	0	0	1849156	28.6667	0	0
0	0	0	0	0	0	0	0	10	0.581	0.581	0	0	0	0	0	0	0	0	0	0	0	5.5157	2.75785	1	0	0	0	0	11.58125	0	0	0	0	0	0	58215	12.25	0	0
0	1	1	1	1	18	216	8	144	0.388	0.388	0	0	0	0	0	0	0	0	16	20.231	0.894	0	5e-06	0	21	0	0	11.4897546	20.38918605	8.592826	5.0785105	0	4.977237	0	0	970199	8.16667	0	0
0	0	0	0	0	0	0	0	0	0.434	0.434	0	1	0	0	0	0	0	1	76	2544.51	0.182	5.79588	2.89794	1	0	0	0	11.4897546	20.38918605	0	0	10.52787472	0	0	0	972936	8.16667	0	0
0	0	0	0	0	0	0	0	7	0.733	0.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.25223272	10.75968254	0	0	0	0	0	0	1816211	3.72727	0	0
0	0	0	1	0	3	134	14	251	0.843	0.843	0	0	0	0	0	0	0	0	30	41.392	0.688	5.98716	2.99358	1	0	8.561861	0	14.31796247	26.15055961	11.213045	5.980226333	32.12647887	4.759261	0	0	889374	38.5	0.965	0
0	0	0	0	0	0	0	0	44	0.71	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.87834711	10.425331	27.38892025	15.35533632	0	0	0	191224	4.11111	0	0
0	0	0	0	0	0	126	1	41	0.806	0.806	0	0	0	0	0	0	0	0	4	4905.63	0.15	6.27819	3.1391	-1	0	0	0	0	0	0	35.77407314	0	0	0	0	256591	38	0	0
0	0	0	0	0	0	0	0	13	0.749	0.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	6.69184	0	25.57752274	19.43173653	10.5516235	35.77407314	18.70977778	0	0	11.65904762	243091	25.6667	0.003	0
0	0	0	0	0	0	0	0	31	0.884	0.884	0	0	0	0	0	0	0	1	159	10.373	0.022	0.01204	6.59778	1	0	21.413791	0	0	31.56788321	7.49366192	27.381788	0	21.754389	0	0	354583	29.3333	0	0
0	0	0	0	0	0	0	0	31	0.884	0.884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.120661333	0	19.60409556	0	9.247246375	79.7984584	26.66538813	14.41348	0	0	476519	38.5	0.002	0
0	0	0	1	0	0	0	3	60	0.755	0.755	0	0	0	0	0	0	0	0	0	0	0	5.77211	2.88605	-1	0	0	0	0	0	0	0	0	0	0	0	62965	25.6667	0.001	0
0	0	0	0	0	0	0	0	35	0.815	0.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.31748252	0	0	0	13.408845	0	0	243135	39	0	0
0	0	0	1	0	0	0	0	46	0.878	0.878	0	0	0	0	0	0	0	0	27	9.006	0.72	5.34294	2.67147	-1	13	5.1515185	13.43060241	0	18.59717791	6.1709685	3.394451	0	3.240582	0	0	480163	90	0	0
0	0	0	1	0	0	0	0	46	0.878	0.878	0	0	0	0	0	0	0	0	0	0	0	5.37882	2.68941	1	0	8.527469333	0	0	33.96978448	12.40054333	7.06643475	0	5.182232	0	0	296956	15.6667	0.002	0
0	0	0	1	0	0	0	0	46	0.878	0.878	0	0	0	0	0	0	0	0	0	0	0	5.12033	2.56017	1	0	0	0	0	21.13125	6.086747333	3.130500333	0	0	0	0	222759	15.5	0	0
0	0	0	0	0	13	171	1	10	0.923	0.923	0	0	1	0	0	13	171	0	0	3861.76	0.848	6.36957	3.18479	-1	0	6.8056115	0	0	15.16532423	15.9431915	41.25789605	0	11.947541	0	0	139358	46	0	0
0	1	1	1	0	0	0	1	29	856.178	0.747	0	0	0	0	0	15	197	0	49	5228.52	0.215	5.38405	2.69203	1	0	9.9270125	0	0	0	8.3877425	33.94063214	17.673531	11.429313	0	0	1313853	3.7	1	0
0	0	1	0	0	0	0	0	3	0.879	0.879	0	0	0	0	0	0	0	0	0	0	0	5.82681	2.91341	1	0	15.120891	0	0	24.77480573	10.2699155	16.9528744	16.26634146	11.501112	0	0	1043800	13.75	0	0
0	0	0	0	0	0	0	0	4	0.091	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370286	19	0.001	0
0	0	0	0	0	0	0	0	1	0.779	0.779	0	0	0	0	0	0	0	0	23	31.105	0.752	0	1.39e-07	0	23	0	0	10.60811594	21.39693291	5.7627688	3.415833	0	5.167156	12.57643836	0	513408	33	0	0
0	0	0	0	0	0	0	0	1	0.779	0.779	0	0	0	0	0	0	0	0	0	0	0	5.67366	2.83683	-1	0	12.9825455	10.22653465	0	26.41313321	9.6612516	73.82524638	0	25.243573	0	0	570993	31	0	0
0	0	0	0	0	0	0	0	11	0.909	0.909	0	0	0	0	0	0	0	0	0	0	0	6.13194	3.06597	-1	87	6.6672425	0	0	20.51553073	7.1068755	20.100428	0	5.380019	0	0	1443836	30	0.001	0
0	0	0	0	0	0	0	0	11	0.909	0.909	0	0	0	0	0	0	0	0	0	0	0	5.1343	2.56715	1	0	17.1268395	0	23.74203125	18.88452174	9.087379	82.29390733	22.43010101	23.256525	0	0	1519739	22.25	0.003	0
0	0	0	0	0	0	0	0	1	0.889	0.889	0	0	0	0	0	0	0	0	60	14.263	0.737	5.57025	2.78512	1	0	0	0	0	18.8816092	0	0	0	0	0	0	1736351	23.25	0.055	0
0	1	1	1	0	0	0	1	72	0.715	0.715	0	0	0	0	0	0	0	0	0	0	0	6.19246	3.09623	1	50	14.342703	0	0	26.29937984	9.551956	10.41141763	0	11.45212	0	0	1825359	33	0.001	0
0	0	0	0	0	0	0	0	10	0.144	0.144	0	0	0	0	0	0	0	0	3	12.06	0.32	5.03152	2.51576	-1	0	5.387674	0	21.94425107	31.49012346	0	0	0	0	0	0	1604676	10.75	0.004	0
0	0	0	0	0	1	43	0	1	0.418	0.418	0	0	1	0	0	34	222	4	103	2205.66	0.867	5.21968	2.60984	1	0	0	0	11.00183486	10.76276923	0	0	10.25271523	0	0	0	1462483	6.5	0.027	0
0	1	1	1	0	6	200	2	5	0.91	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.38164134	0	0	0	0	0	0	10.5655615	0	143531	0.428571	0	0
0	0	1	0	1	0	0	1	32	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	5.31966	2.65983	1	0	9.346783	0	0	0	9.524028	61.4553648	0	12.295222	0	0	187857	7.66667	0	0
0	0	1	0	0	2	161	0	14	0.848	0.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.44351933	0	46.33754866	28.14463323	6.774628	99.8001715	54.97689813	25.274275	0	21.61571695	311345	11.2	0	0
0	0	1	0	0	0	0	0	0	0.034	0.034	0	0	0	0	0	0	0	0	4	2636.5	0.79	5.09528	2.54764	-1	0	12.143782	0	11.80275862	39.62844444	7.2888279	5.211179	0	5.244682	11.62845361	0	208520	9.75	0	0
0	0	1	0	0	0	0	0	0	0.034	0.034	0	0	0	0	0	0	0	0	0	0	0	5.31426	2.65713	1	0	0	0	18.54515213	10.83357143	0	0	0	0	0	0	2508312	0.0428571	0.827	0
0	0	1	0	0	3	89	0	167	0.504	0.504	0	0	0	0	0	11	166	0	26	1331.68	0.764	5.1831	2.59155	-1	0	0	0	0	0	0	2.765151	0	0	0	0	6235322	28	0.003	0
0	0	0	0	0	2	129	0	1	0.9	0.9	0	1	1	1	0	9	165	1	43	2997.35	0.489	5.33819	2.66909	1	0	0	0	11.24077295	23.51255474	7.7435795	4.235138	0	0	11.6584	0	928999	0.342105	0	0
0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6174095	15.08981387	0	17.48315789	2.769177	0	0	0	0	10.06285714	426121	0.0615385	0.001	0
1	0	1	0	0	1	1	5	127	0.072	0.072	0	1	1	0	0	11	166	2	164	1424.12	0.745	5.01368	2.50684	-1	0	5.197396167	11.1697561	0	0	6.6204885	58.6842574	0	13.8681	0	0	2121390	26.3333	0.049	0
0	1	1	1	1	8	195	3	142	0.241	0.241	0	0	0	0	0	0	0	0	0	0	0	5.25337	2.62669	-1	0	13.2594125	0	12.85670732	23.72802043	9.4561255	15.9485306	25.84376164	12.159553	0	0	1524099	20.25	0	0
0	0	0	1	0	0	0	1	99	0.891	0.891	0	0	0	0	0	0	0	0	0	0	0	5.16877	2.58439	1	0	0	0	0	0	0	0	0	0	0	0	92739	86	0.002	0
0	0	0	0	0	0	0	0	5	0.068	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.69259557	44.63357466	0	0	22.92063593	2.35715	0	0	61410	45	0	0
0	0	1	0	0	5	129	13	232	0.863	0.863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.836728	16.82723404	0	21.98415686	11.8949445	43.00702375	0	5.918571	0	0	118989	45.5	0.001	0
0	0	0	0	0	0	0	0	0	0.889	0.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3461075	0	18.488061	47.31983806	5.929829	3.432215	0	7.245897	0	0	728296	23.25	0.004	0
