Target_Cancer_Gene	Target_GO_cell.death	Target_GO_cell.differentiation	Target_GO_cell.proliferation	Target_GO_mitototic.cell.cycle	Target_HumanNet.CGS_L1	Target_HumanNet.CGS_L2	Target_InteractNet.CGS_L1	Target_InteractNet.CGS_L2	Target_ReguleNet.DEG_score	Target_DEG_score	TF_Cancer_Gene	TF_GO_cell.death	TF_GO_cell.differentiation	TF_GO_cell.proliferation	TF_GO_mitototic.cell.cycle	TF_HumanNet.CGS_L1	TF_HumanNet.CGS_L2	TF_InteractNet.CGS_L1	TF_InteractNet.CGS_L2	TF_ReguleNet.DEG_score	TF_DEG_score	diff_Pval	avg_Pval	TF_sign	Dnase	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me3	H4K20me1	Dist_GWAS_2D	Early.to.late_Rate	PhastCons	TorF
0	0	1	0	0	0	0	1	21	0.651	0.651	0	0	0	0	0	0	0	0	0	0	0	0	0.000202	0	27.3333	42.1	1.38	7.02	16.04	136.2	119.47	27.42	94.8	9	9.12	899105	45.5	0	0
0	0	0	0	0	1	147	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33333	49.42	1.62	17.96	36.3	33.96	14.18	9.16	38.84	8	2.4	540386	11.3333	0	0
0	0	0	0	0	0	0	2	63	0.528	0.528	0	0	0	0	0	0	0	0	16	12.265	0.675	1.1117	6.03E-05	1	49.3333	2.44	2	4.68	12.78	5.36	1.31	2.36	9.96	9.32	2.36	827696	45	0.001	0
0	0	0	0	0	0	0	1	108	0	0	0	0	0	0	0	0	0	1	18	1971.74	0.281	2.40053	8.43E-04	1	19.6667	0.5	4.36	1.78	5.9	5.24	1.41	1.4	2	7.84	1	410384	0.333333	0	0
0	1	0	0	1	0	0	0	164	0.869	0.869	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	2.62e-06	0	8	84.2	6.6	5.36	4.34	108.58	194.79	5.64	154.2	4.12	6	524742	15.75	0.998	0
0	0	0	0	0	0	0	1	51	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	17.32	2	4.26	1.38	1.5	5.02	3	18.28	10.64	3	1198226	0.0319149	0.008	0
0	0	0	0	0	0	0	0	165	0.796	0.796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66667	84.88	3.24	4.32	0.92	17.18	130.68	8.66	157.16	5.64	3	853419	29	0.008	0
0	0	0	0	0	0	0	0	0	0.862	0.862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66667	23.48	3.2	6.94	15.78	112.94	102.69	93.28	77.28	7	17.84	893100	0.186047	0.007	0
0	0	0	0	0	0	0	0	1	0.823	0.823	0	0	0	0	0	13	183	5	117	4117.55	0.556	0	3.62e-06	0	29.3333	6.84	0.5	13.62	7.94	2.44	0.8	3.18	3.96	6.8	3.72	1448463	21.6667	0	0
0	0	0	0	0	6	132	1	45	0	0	0	1	0	0	0	0	0	1	76	4116.08	0.136	0.62677	2.03E-05	-1	36	11.86	1.5	2.32	2.04	16.94	54.85	2	22.24	4.56	0	1576292	4.22222	0	0
0	1	1	0	0	2	85	1	86	0.705	0.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.6667	78.8	1.5	6.26	2.94	28.38	223.81	20.06	188.32	3	2.36	663380	93	0.003	0
0	1	1	0	1	0	0	2	64	0.416	0.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	173.3	2.58	4	20.56	100	48.77	18.42	97.44	2	9.6	904812	16.3333	0.001	0
0	0	0	0	0	0	0	1	36	0.839	0.839	0	1	0	1	0	65	242	2	92	5.513	0.678	2.92174	3.55E-03	-1	4.66667	4.46	4.38	5.5	16.78	11.48	2.14	3.32	11.92	1.2	2	688581	41	0.146	0
0	1	1	0	0	1	75	1	167	4116.67	0	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	4.09e-05	0	3.33333	11.9	1.5	4.06	1	27.72	51.78	18.66	37.48	0	7.48	14782	0.142857	0.994	0
0	0	1	0	0	0	0	0	3	0.727	0.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23.72	2	1.5	2.04	18.22	30.48	0	28.4	1	0	1298460	0.0655738	0.013	0
0	0	0	0	0	0	0	0	155	0.887	0.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66667	61.36	0	3.98	0	9.46	28.04	3.86	91.92	2	1	2603627	0.0597015	0	0
0	0	0	0	0	0	0	1	30	0.098	0.098	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	2.06e-05	0	2	78.9	6.9	7.74	1.48	42.74	148.28	56.18	159.96	2	13.88	381993	0.166667	0	0
0	0	1	1	0	0	0	2	122	0	0	0	0	1	0	0	23	174	2	84	4059.43	0.897	0	0.00126	0	40.3333	266.16	5.16	8.88	2.9	67.52	275.42	47.74	345.68	8.96	0	656667	0.109375	0.398	0
0	0	0	0	0	0	0	0	0	0.94	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66667	208.48	5.44	32.98	8.78	113.12	205.42	80.76	437.36	8.68	12.72	396701	29	0	0
0	1	1	0	0	5	197	0	22	0.794	0.794	0	0	0	0	0	0	0	0	8	4117.54	0.008	0.62533	2.28E-05	1	256.333	45.4	1.1	3.68	21.22	39.58	8.13	3.5	23.12	2.32	0	95206	23.25	0.003	0
0	0	0	0	0	1	79	0	0	0.116	0.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33333	82.72	6.14	6.76	2.5	65.66	182.66	3.7	201.44	8.68	0	1240353	0.736842	0	0
1	1	1	1	0	1	1	4	123	0.927	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	33.48	0.02	4.14	10.26	59.38	45.39	13.6	54.76	3.28	1	1012160	1.7619	0.053	0
0	0	0	0	0	0	0	1	61	0.904	0.904	0	0	0	1	0	15	191	1	49	4115.78	0	0	0.00042	0	30.3333	136.9	0.68	3.5	60.3	18.74	8.68	5.5	60.96	1.88	1	155234	23	0.017	0
0	0	0	0	0	0	0	0	2	146.74	0.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3333	204.7	4.44	16.86	6.98	81.18	241.67	8.76	293.24	12.92	3.04	1636415	2.33333	0.015	0
0	0	0	0	0	1	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	61.8	4.82	6.06	62.76	43.02	22.31	2.64	54.72	9.04	2	1843596	10.5	0.007	0
0	0	1	0	0	0	0	0	3	0.286	0.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66667	100.78	0	3.24	0.5	14.32	54.01	12.32	72.52	0.8	1	114808	22.25	0.827	0
0	0	0	0	0	1	57	3	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e-05	0	0.666667	37.7	1.28	2.24	0	18.26	49.09	2.28	52	3	1.08	1245699	26.3333	0	0
0	0	0	1	1	36	229	6	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667	42.1	2.58	3.48	15.18	44.92	59.84	9.14	70.6	3.68	2	1180752	39	0.054	0
0	0	0	0	0	1	48	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	104.74	2.5	2.46	2	18.56	128.91	3.48	184.48	3.92	2	442244	22.25	0.001	0
0	0	0	0	0	0	0	0	29	0.609	0.609	0	0	0	0	0	0	0	0	0	0	0	0.57292	2.15E-05	-1	243	25.54	1.22	1.48	2.36	14.58	22.62	3.26	24.72	2	3	3983014	45.5	0	0
0	0	0	0	0	0	0	0	1	0.868	0.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	84.6	1	3.08	0.82	18.82	137.16	13.06	197	7.36	8.12	303075	28	0.002	0
0	0	1	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3333	65.64	6.48	2.12	0.64	9.94	118.64	11.32	123.64	1.44	1.56	625584	0.235294	1	0
0	1	0	0	0	0	0	1	40	0.044	0.044	0	0	0	0	0	0	0	0	4	4117.84	0.29	0	0.000109	0	21.6667	66.18	1.06	3.98	27.26	70.38	49.97	4.86	92.8	1	4.08	906583	30.3333	0	0
0	1	1	0	0	3	100	4	94	1705.13	0.762	0	0	0	0	0	0	0	0	32	4060.56	0.496	0	2.47e-05	0	15.6667	218.96	4.94	7.34	4.22	59.54	96.82	12.02	286.36	1	1	2606984	0.407407	0	0
0	0	1	1	0	15	191	1	29	0.833	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3333	216.36	6.5	11.56	1.66	39.8	271.45	24.76	418.68	7.56	6	1283610	40.5	0	0
0	0	1	0	0	1	98	0	19	0.253	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	85.54	5.14	17.44	2.96	83.58	211.14	40.52	211.08	4.4	8	4340350	40.5	0.01	0
0	0	1	1	0	0	0	2	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	75.24	2.62	12.74	56.76	10.06	10.15	40.24	44.96	8	0.44	78	2.33333	0	0
0	0	0	0	0	1	55	0	146	0.822	0.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.5	1.28	2.2	0.5	0	1	1	0	4883298	15.6	0.166	0
0	1	0	0	0	17	193	0	1	0.924	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	68.84	1.66	3.42	0.5	9	59.43	9.14	141.92	2	1.76	139677	45.5	0	0
0	0	0	0	0	0	0	0	2	0.926	0.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	115.1	1.36	5.6	1.5	13.96	132.55	5.92	174.52	5	1	1020610	4.66667	0	0
0	0	0	0	0	0	0	0	25	0.671	0.671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	15.76	1.44	5.06	16.4	43.16	39.32	36.66	54.32	6	2.96	220133	17.5	0	0
0	1	0	0	0	0	0	1	162	0	0	0	1	1	1	0	13	172	8	244	4115.05	0	0	2.04e-05	0	1.66667	4.18	1.96	9.54	18.14	12.56	4	20.06	3	3.2	10.12	1729225	1.5625	0	0
0	0	0	0	0	0	0	0	62	0.928	0.928	0	0	0	0	0	0	0	0	0	0	0	0.78125	3.44E-05	-1	73.3333	5.48	2.5	2.88	35.34	14.9	2.54	3.74	10.2	0.4	7.28	250386	27.3333	0	0
0	0	0	0	0	0	0	0	1	0.502	0.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6667	153.84	3.34	2.46	52.82	94.12	36.66	2.98	117.32	4.92	2	33115	38.5	0.037	0
0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3333	212.02	2	5.28	70.38	56.42	30.91	3.82	83.72	3	0	2388541	27.5	0	0
0	0	0	1	1	26	215	5	132	0.753	0.753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	1.78	1	1.2	26.6	45.82	0.5	39.76	2	1	1239237	42.5	0.011	0
0	0	0	0	0	0	0	2	85	0.709	0.709	0	0	0	0	0	0	0	1	14	4113.41	0.899	0	1.52e-05	0	7	163.14	2	7.66	0	29.94	145.08	34.1	397.24	5.48	5	2438241	17.25	0.001	0
0	0	0	0	0	0	0	0	8	0.071	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0.000775	0	19.6667	3	6.32	4.8	38.68	29.86	15.53	1.76	5.16	6.6	9	405199	16.3333	0	0
0	0	1	0	0	2	129	0	4	0.677	0.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3333	138.1	3	4.42	2	38.54	154.09	7.9	228	1	1.72	1633499	28	0	0
0	0	0	0	0	6	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27.08	1.04	13.24	18.5	89.08	83.3	69.02	73.44	8	11.6	1273953	3.46154	0.015	0
0	0	0	0	0	5	152	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72	0.5	1.26	1.98	3.7	14.34	4.02	17.48	1.24	1.92	2974111	29.3333	0	0
0	1	0	0	0	1	132	1	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.34	0	1.68	4.5	28.1	32.23	14.26	23	0	4	6779827	21.75	0.01	0
0	1	1	0	1	10	198	10	261	0.838	0.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666667	8.8	1	17.78	15.94	32.52	15.63	63.8	16.32	2.32	18.76	86213028	1.30556	0	0
0	0	0	0	0	0	0	0	151	0.918	0.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18.5	10.58	3.06	7.24	97.26	107.17	2.14	56.96	4	4.84	1441540	13.75	0.021	0
0	0	0	1	0	11	166	2	48	0.774	0.774	0	1	1	1	0	23	207	0	19	3933.59	0.787	1.36288	2.36E-05	-1	10.3333	135.98	4.4	11.94	5.56	108.94	388.9	36.5	393.32	14.72	6	2495783	20.6667	0	0
1	1	1	1	1	40	223	8	242	0.904	0.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26.06	0.54	14.7	10.66	99.82	130.1	100.96	99.52	5.68	14.24	1101595	23.3333	0.008	0
0	0	1	1	0	0	0	2	57	4115.95	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	32.3	1.68	10.54	24.28	55.4	57.92	52.64	40.52	6	15	2505087	85	0	0
0	1	1	1	0	0	35	16	231	0.892	0.892	0	0	0	0	0	0	0	0	65	4115.4	0.242	1.56835	1.76E-06	1	19.3333	80.66	4.24	7.02	64.42	91.34	32.15	3.46	54.04	5.08	6.32	1713815	15.5	0	0
0	1	0	0	1	23	177	6	257	0.837	0.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	323.66	3.42	10.74	8.52	186.04	289.46	23.12	598.52	7	2.04	1938924	22.3333	0.003	0
0	1	0	0	1	0	0	3	205	0.916	0.916	0	0	0	0	0	11	166	0	0	3843.49	0.87	2.4437	1.10E-04	-1	81.6667	6.3	0.76	0.5	0.5	1.04	1.74	0.5	2.92	0	0	223763	33.5	0.173	0
0	0	0	0	0	0	0	0	0	0.392	0.392	0	0	0	0	0	0	0	1	29	4117.65	0.106	0	0.000239	0	11.6667	56.22	2.66	4	4.62	67.98	82.62	6.5	67.28	4	10.4	1259184	0.607143	0.005	0
0	0	0	0	0	3	89	3	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667	58.18	0.56	0.5	1	32.02	49.67	0.5	96.92	2	1	1024165	39	0.007	0
0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	4	4115.78	0.151	0	0.000385	0	3.66667	3.56	7.66	4	17.68	7.2	4.61	0.5	3.08	2	8	324645	21.5	0	0
0	0	1	0	0	0	0	0	11	0.885	0.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	52.44	3.3	5	2.8	37.1	143.79	14.76	161.72	4.52	3.32	1449465	20	0	0
0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	7	162	4096.94	0	1.17861	6.45E-05	-1	110.333	121.5	2.12	5.7	11.8	76.02	36.21	4.88	59.76	2	0	206974	14.8	0	0
0	0	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	89.04	2.44	5.5	1.28	12.62	100.18	17.22	128.52	4.64	1	179616	43	0	0
0	0	0	0	0	7	178	4	113	0.892	0.892	0	0	0	0	0	0	0	0	0	0	0	1.74723	2.76E-04	-1	8.33333	0.9	11.14	3.5	5	2	0.88	1	3	9	6.04	1474156	7.125	0.008	0
0	0	0	1	1	15	199	3	102	0.908	0.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	100.4	7.92	63.76	18.74	178.58	224.2	185.58	261.96	13.68	7.8	393540	48	1	0
0	1	1	0	0	21	208	5	166	3427.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66667	20.22	2.44	13.22	36.9	17.44	9.9	1.68	10	11.32	1.08	641465	15.25	0	0
0	0	0	0	0	0	0	0	27	0.906	0.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	39.98	0.5	2.08	0.08	23.04	57.28	1.04	46.64	2.36	4	3147083	20.5	0.181	0
0	0	0	1	1	29	221	7	170	0.936	0.936	0	0	0	0	0	0	0	0	0	0	0	1.79767	1.85E-04	-1	27	36	5.4	4.56	1	44.88	161.49	2.32	56.12	5.72	0	1955280	29	0.997	0
1	0	0	1	0	26	219	12	291	0.889	0.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	87.52	1	3.82	1.66	14.16	71.45	0.5	102.36	3	0	58311	0.153846	0.109	0
0	1	1	0	0	0	0	0	158	0.694	0.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333	65.86	2	32.82	22.1	10.66	7.65	7.86	15.92	41.08	0.36	367101	40	0.797	0
0	0	0	1	0	43	229	2	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47.52	1.5	1.06	0	20.12	31.91	7.04	43.32	0	0	1775517	6.71429	0.283	0
0	0	0	0	0	0	0	1	13	0.51	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	32.78	0	0	0.28	1.34	6.1	0	11.4	0	0	1082156	27	0.057	0
0	0	0	0	0	0	0	1	1	0.177	0.177	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	3.75e-06	0	5.33333	24.16	0.5	1	0.5	11.54	43.34	3.08	45.88	2	2.32	4588420	19	0.001	0
0	0	0	0	0	0	20	0	19	0.924	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	136.54	1.36	3.92	0.84	35.42	64.97	2	221.48	4	0	3776537	15.1667	0.002	0
1	0	1	1	0	1	1	1	4	4057.91	0	0	0	0	0	0	4	124	9	172	4118.44	0.893	2.69607	1.12E-03	-1	6.33333	49.42	0.36	1.54	0	2.12	14.83	0.5	13.48	0	0	2600724	1.35294	0	0
0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43918	7.15E-05	1	116.333	118.88	0.28	0.5	0.62	23.08	56.51	0	81.52	1	4.52	854843	29.6667	0	0
0	0	0	0	0	0	0	0	0	0.461	0.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7.28	2.34	8.4	15.06	27	19.43	29.16	2.32	4	6.08	95801	9.4	0.002	0
0	0	0	0	0	0	0	0	2	0.926	0.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.3333	4.12	0	0	1	0.5	6.22	0	1.84	0	1	1020240	4.66667	0.001	0
0	0	0	0	0	0	0	1	61	0.807	0.807	0	0	0	0	0	0	0	0	4	4083.37	0.76	0	0.000547	0	15	50.72	3.58	2.88	45.3	51.24	13.18	2.46	45.76	6.24	1	1278515	30.3333	0	0
0	1	1	0	0	5	190	1	199	0	0	0	0	1	1	0	17	214	2	87	4105.1	0	1.39631	1.03E-04	1	6.33333	17.44	1.5	0.5	1	27.14	38.16	1	11.08	1.32	10	1147951	0.0641026	1	0
0	0	0	0	0	0	100	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162	0	9.33333	5.38	9.36	15.9	13.12	3.5	4.57	1.62	3	15.36	3	870750	29.3333	0	0
0	0	0	0	0	0	0	0	3	0.868	0.868	0	0	0	0	0	0	0	0	0	0	0	0	6.72e-05	0	1.33333	2.7	6.3	5.6	10.84	6.8	4.72	1	3.64	7.56	6	349527	0.424242	0.002	0
0	0	0	0	0	0	0	0	1	0.861	0.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333	74.7	3.3	4.88	13.44	78.56	119.83	0	144.44	1.68	1.32	466521	28.3333	0.918	0
0	0	0	0	0	1	55	0	24	0.924	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	43.06	2	3.82	0.5	8.14	97.11	1	59.88	3	0	125215	0.0857143	0.002	0
0	0	0	0	0	0	0	2	114	0.892	0.892	0	0	0	0	0	18	203	0	2	4056.17	0.889	0	3.77e-05	0	103.667	116.8	2.5	1	1.98	10.84	104.26	16.64	169.2	1.04	0.52	2094043	47	1	0
0	1	1	0	0	0	0	5	121	0	0	0	0	0	0	0	13	183	5	117	4117.55	0.556	0	0.000299	0	7.66667	4.74	3.16	11.1	20.52	3.1	2.61	27.16	4.96	3.36	11.52	1027015	23	0.004	0
0	0	0	0	0	0	0	0	3	0.907	0.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18.04	17.24	56.98	20.36	5.52	13.5	5.8	6.28	93.8	15.08	2935060	0.0657895	0.04	0
0	0	1	0	0	0	0	1	26	0.752	0.752	0	0	0	0	0	0	0	0	0	0	0	0	5.91e-05	0	13.6667	321.78	6.04	20.3	2.56	35.74	344.18	97.38	605.16	7.56	14.64	268982	29	0.956	0
0	0	0	0	0	0	0	4	48	0.931	0.931	0	0	0	0	0	0	0	0	0	0	0	2.00408	1.08E-04	1	6.33333	59.1	0	1	0.78	12.74	30.93	2.6	63.64	0	0	60517	74	0.247	0
0	0	0	0	0	0	0	0	15	0.868	0.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66667	103.48	1.78	5	42.68	30.48	16.58	4.44	57	2.76	1.16	1697038	23.75	0	0
0	1	1	0	0	0	0	0	8	0.239	0.239	0	0	1	0	0	2	105	39	339	4117.55	0.886	0	4.99e-05	0	69.6667	56.58	1.62	4.12	3.3	14.14	145.23	11.08	94.64	1.76	5.08	2619512	29	0	0
0	1	1	0	0	5	138	2	75	0.47	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	76.16	3.66	6.3	14.06	102.5	107.01	64.04	159.72	6	2.56	98288	31.3333	0.001	0
0	0	0	0	0	0	0	0	16	12.265	0.675	0	0	0	0	0	9	165	0	0	4079.99	0.811	0	0.000166	0	13	29.84	2	15.52	31.2	20.94	9.22	2.74	11	18.24	1.56	1379805	3.69231	0.03	0
0	0	0	0	0	0	0	1	17	0	0	0	1	1	1	0	5	101	13	246	4117.55	0.869	0	6.34e-05	0	12	31.74	0.5	2.5	5.88	41.46	45.07	0	41.96	2.96	1	3425243	9.2	0	0
0	0	0	0	0	20	204	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9.16	3.8	31.02	36.18	41.28	14.04	7.42	6.44	9.92	10.84	865004	29	0.005	0
0	0	1	0	0	0	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333	41.2	0	0.5	0	2	7.65	0.02	4.24	0	0	2022022	21.3333	0.006	0
0	0	0	1	1	0	0	2	60	0.794	0.794	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	5.66667	49.02	1.94	12.36	13.84	132.1	118.38	106	153.36	4	11.16	936967	22.25	0.257	0
0	1	0	0	1	0	0	1	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66667	195.5	8.56	34.2	1.2	46.6	225.39	63.46	427.96	12.76	9.48	1633082	23.75	0.027	0
1	1	1	0	0	15	201	8	242	0.926	0.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66667	61.82	1.88	5.82	23.56	43.24	13.83	6.2	47.24	3.52	1	99342	46.5	0.002	0
0	0	0	0	0	0	0	0	6	0.6	0.6	0	0	0	0	0	0	0	0	4	3729.2	0	1.73541	2.37E-04	1	2.66667	40.08	17.06	5.16	1.3	49.08	122.95	2.9	118.76	3.48	2.72	1731938	0.34375	0.122	0
0	0	0	0	0	0	0	0	2	0.933	0.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33333	225.52	4.98	15.96	3.46	37.98	235.1	52.14	516.8	5.88	10	2152976	18.6	1	0
0	0	0	0	0	23	174	1	179	4052.25	0.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333	74.92	2.06	5.2	0.5	18.08	117.17	18.3	166.44	5.08	2.36	562021	0.0833333	1	0
0	0	0	0	0	1	74	1	72	0	0	0	0	0	0	0	0	0	0	3	3843.13	0.77	0	0.000152	0	5.66667	58.12	9.14	5.14	6.5	76.54	132.43	16.22	108.2	3.2	2	368783	17.6	0	0
0	0	1	0	0	0	0	0	2	0.567	0.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33333	193.22	3.36	7.02	2.02	24.02	214.57	15.5	307.12	3	5.68	2337701	0.441176	0.686	0
0	0	0	0	0	0	0	0	18	0.262	0.262	0	0	0	0	0	0	0	0	0	0	0	1.16895	2.90E-05	-1	4.66667	91.46	2.96	2.3	1	28.84	101.99	2.02	182.8	2	1	639699	28.6667	0.082	0
0	0	1	0	0	0	0	0	1	0.753	0.753	0	0	0	0	0	0	0	0	11	3716.62	0.897	2.3411	1.65E-04	1	43	32.64	2.7	5.18	10.76	76.16	61.38	23.08	43.16	1	13.56	3199617	30	0.003	0
0	1	1	1	0	15	191	5	144	0.921	0.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66667	53.58	6.6	4.62	4.14	93.12	205.48	2.22	115.08	4	4.32	104837	46	0	0
1	0	0	1	0	1	57	6	204	0.562	0.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	91.86	4.62	6.2	2.66	47.5	187.03	12.44	206.24	3.04	3.12	3115682	19.5	0.003	0
0	0	0	0	0	0	0	1	18	0.582	0.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	128.1	3.5	4.88	16.88	164.94	198.4	5.34	252.76	0.76	2	5231946	22.5	0	0
0	0	1	0	0	11	210	60	349	0.914	0.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66667	14.22	1	1.78	23.48	9.88	4.63	1.84	17.84	1	2.32	4307313	30	0.009	0
0	0	0	0	0	0	126	4	141	0.776	0.776	0	0	0	0	0	0	0	0	0	0	0	0	0.000877	0	41.3333	61.06	1.5	19.2	38.94	24.58	8.16	9.42	41.36	3.68	4.72	3735568	23	0	0
0	0	0	0	0	0	0	0	1	0.861	0.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33333	83.58	0.68	3.84	1	26.72	84.85	12.92	129.4	2.6	0	870547	16.6667	0	0
0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333	18.7	4.76	21.1	49.76	101.42	61.27	31.72	47.96	6.92	13.84	1800784	15	0	0
0	0	0	0	0	0	0	0	5	0.911	0.911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6667	133.76	1.84	51.42	46	142.16	80.88	155.2	230.36	3.48	30.16	364413	18.75	0	0
0	1	0	0	0	8	195	0	20	0	0	0	1	0	0	0	0	0	0	5	4085.91	0.851	0	0.000166	0	57.6667	6.84	3.26	25.28	34.14	6.46	3.64	9.42	12.96	1.72	8.6	372566	22.5	0	0
0	1	0	0	0	0	0	0	3	0.908	0.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3333	65.12	4.14	4.74	1.68	20.32	189.9	7.02	150.6	2	2.76	555022	0.365854	0	0
0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3.72	2.72	1.04	0.5	21.32	31.17	3.64	12.64	1	1	595579	27	0	0
0	0	0	0	0	0	0	0	0	0.909	0.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.667	48.38	1.08	2	15.4	38.08	15.46	0	26.96	7.44	1	1145007	9.75	0.035	0
0	0	1	0	0	5	157	1	25	0.924	0.924	0	0	0	0	0	0	0	0	0	0	0	1.80949	8.02E-05	-1	14.6667	3.2	5	10.82	22.34	12.84	4.67	2.7	8.84	3	5	71048	18.4	0	0
0	0	1	0	0	1	55	0	10	0	0	0	0	0	0	0	0	0	0	11	4115.16	0.744	2.48719	1.44E-03	1	173	38.72	0.92	2.8	0.5	9.64	72.56	4.06	46.08	1	3.32	3128549	21.6667	0.998	0
